Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
Sel Score: 0.92 p value: 9.680e-02 RTime: 19.981,,(no adduct),349.8137,5,9,29
Sel Score: 0.91 p value: 1.190e-01 RTime: 46.537,,(no adduct),453.2251,2,36,56
Sel Score: 0.91 p value: 2.537e-02 RTime: 116.782,,(no adduct),726.9022,2,106,120
Sel Score: 0.91 p value: 2.654e-02 RTime: 102.12,,(no adduct),462.7437,2,92,112
Sel Score: 0.91 p value: 1.198e-02 RTime: 119.535,,(no adduct),534.6376,3,109,120
Sel Score: 0.91 p value: 1.567e-02 RTime: 124.768,,(no adduct),474.2691,4,114,120
Sel Score: 0.91 p value: 1.161e-02 RTime: 38.414,,(no adduct),351.1929,5,28,48
Sel Score: 0.91 p value: 6.343e-02 RTime: 35.308,,(no adduct),391.4635,4,25,45
Sel Score: 0.9 p value: 7.229e-02 RTime: 126.05,,(no adduct),496.032,4,116,120
Sel Score: 0.9 p value: 2.491e-02 RTime: 122.26,,(no adduct),676.874,2,112,120
Sel Score: 0.9 p value: 1.246e-01 RTime: 35.142,,(no adduct),411.9624,2,25,45
Sel Score: 0.9 p value: 6.520e-02 RTime: 83.158,,(no adduct),567.2746,3,73,93
Sel Score: 0.9 p value: 4.376e-02 RTime: 34.131,,(no adduct),398.9885,4,24,44
Sel Score: 0.9 p value: 2.776e-02 RTime: 21.281,,(no adduct),342.7887,5,11,31
Sel Score: 0.9 p value: 9.100e-02 RTime: 35.288,,(no adduct),414.2252,2,25,45
Sel Score: 0.89 p value: 8.237e-03 RTime: 21.178,,(no adduct),337.3896,5,11,31
Sel Score: 0.89 p value: 1.264e-02 RTime: 41.12,,(no adduct),398.9653,4,31,51
Sel Score: 0.89 p value: 1.099e-01 RTime: 34.411,,(no adduct),412.2158,4,24,44
Sel Score: 0.89 p value: 1.303e-02 RTime: 19.962,,(no adduct),341.7926,5,9,29
Sel Score: 0.89 p value: 1.023e-01 RTime: 26.995,,(no adduct),342.1823,5,16,36
Sel Score: 0.89 p value: 7.526e-02 RTime: 51.558,,(no adduct),413.981,2,41,61
Sel Score: 0.89 p value: 1.207e-01 RTime: 46.503,,(no adduct),401.9574,2,36,56
Sel Score: 0.89 p value: 1.102e-01 RTime: 43.895,,(no adduct),390.2205,4,33,53
Sel Score: 0.88 p value: 7.831e-03 RTime: 33.392,,(no adduct),339.1985,5,23,43
Sel Score: 0.88 p value: 6.046e-02 RTime: 53.151,,(no adduct),407.2334,2,43,63
Sel Score: 0.88 p value: 5.422e-03 RTime: 38.854,,(no adduct),398.2127,4,28,48
Sel Score: 0.88 p value: 1.314e-01 RTime: 51.819,,(no adduct),402.981,2,41,61
Sel Score: 0.88 p value: 7.624e-02 RTime: 55.109,,(no adduct),411.4825,4,45,65
Sel Score: 0.88 p value: 9.676e-02 RTime: 36.076,,(no adduct),405.2305,2,26,46
Sel Score: 0.88 p value: 1.727e-02 RTime: 55.669,,(no adduct),429.9891,4,45,65
Sel Score: 0.88 p value: 2.659e-02 RTime: 95.061,,(no adduct),840.9419,2,85,105
Sel Score: 0.88 p value: 1.144e-01 RTime: 34.245,,(no adduct),399.2395,2,24,44
Sel Score: 0.88 p value: 7.259e-02 RTime: 34.437,,(no adduct),412.4862,4,24,44
Sel Score: 0.88 p value: 2.387e-02 RTime: 20.558,,(no adduct),357.9889,5,10,30
Sel Score: 0.88 p value: 5.638e-02 RTime: 114.202,,(no adduct),983.5025,2,104,120
Sel Score: 0.88 p value: 9.367e-02 RTime: 39.686,,(no adduct),403.2391,2,29,49
Sel Score: 0.88 p value: 1.749e-02 RTime: 20.413,,(no adduct),339.5928,5,10,30
Sel Score: 0.88 p value: 2.639e-02 RTime: 31.615,,(no adduct),391.4755,4,21,41
Sel Score: 0.88 p value: 1.128e-01 RTime: 41.112,,(no adduct),401.4642,2,31,51
Sel Score: 0.88 p value: 9.483e-02 RTime: 19.918,,(no adduct),337.7968,5,9,29
Sel Score: 0.88 p value: 1.104e-02 RTime: 115.85,,(no adduct),470.2612,3,105,120
Sel Score: 0.88 p value: 1.128e-01 RTime: 41.922,,(no adduct),414.4871,4,31,51
Sel Score: 0.87 p value: 8.868e-02 RTime: 41.05,,(no adduct),397.7248,2,31,51
Sel Score: 0.87 p value: 9.503e-02 RTime: 46.33,,(no adduct),391.2189,4,36,56
Sel Score: 0.87 p value: 1.135e-01 RTime: 38.975,,(no adduct),405.4718,4,28,48
Sel Score: 0.87 p value: 1.011e-01 RTime: 54.488,,(no adduct),408.4787,2,44,64
Sel Score: 0.87 p value: 1.012e-02 RTime: 42.958,,(no adduct),423.2221,4,32,52
Sel Score: 0.87 p value: 7.624e-02 RTime: 38.368,,(no adduct),371.5965,5,28,48
Sel Score: 0.87 p value: 2.997e-02 RTime: 45.523,,(no adduct),419.7188,2,35,55
Sel Score: 0.87 p value: 5.347e-02 RTime: 90.392,,(no adduct),443.2126,2,80,100
Sel Score: 0.87 p value: 5.347e-02 RTime: 89.8,,(no adduct),443.212,2,79,99
Sel Score: 0.87 p value: 8.601e-02 RTime: 38.491,,(no adduct),398.7295,2,28,48
Sel Score: 0.87 p value: 1.051e-01 RTime: 56.113,,(no adduct),409.7236,2,46,66
Sel Score: 0.87 p value: 3.575e-02 RTime: 55.906,,(no adduct),408.4638,2,45,65
Sel Score: 0.87 p value: 5.079e-02 RTime: 115.915,,(no adduct),704.8874,2,105,120
Sel Score: 0.87 p value: 1.078e-01 RTime: 33.359,,(no adduct),399.7181,2,23,43
Sel Score: 0.87 p value: 7.062e-02 RTime: 36.435,,(no adduct),406.9865,4,26,46
Sel Score: 0.87 p value: 8.383e-02 RTime: 35.528,,(no adduct),405.2327,4,25,45
Sel Score: 0.87 p value: 4.457e-02 RTime: 32.206,,(no adduct),436.2217,4,22,42
Sel Score: 0.87 p value: 1.155e-01 RTime: 35.097,,(no adduct),386.2157,4,25,45
Sel Score: 0.87 p value: 7.061e-02 RTime: 52.546,,(no adduct),414.2066,2,42,62
Sel Score: 0.87 p value: 4.202e-02 RTime: 48.435,,(no adduct),429.7377,4,38,58
Sel Score: 0.87 p value: 4.486e-02 RTime: 37.944,,(no adduct),419.2241,4,27,47
Sel Score: 0.86 p value: 7.715e-02 RTime: 28.254,,(no adduct),337.3814,5,18,38
Sel Score: 0.86 p value: 9.792e-02 RTime: 34.806,,(no adduct),407.4608,4,24,44
Sel Score: 0.86 p value: 3.076e-02 RTime: 27.647,,(no adduct),356.5894,5,17,37
Sel Score: 0.86 p value: 3.231e-02 RTime: 46.891,,(no adduct),408.7157,4,36,56
Sel Score: 0.86 p value: 6.789e-02 RTime: 42.698,,(no adduct),397.2149,4,32,52
Sel Score: 0.86 p value: 3.414e-02 RTime: 20.267,,(no adduct),413.9709,2,10,30
Sel Score: 0.86 p value: 2.361e-02 RTime: 125.438,,(no adduct),485.0257,4,115,120
Sel Score: 0.86 p value: 5.385e-02 RTime: 33.997,,(no adduct),386.9543,4,23,43
Sel Score: 0.86 p value: 1.016e-01 RTime: 19.521,,(no adduct),344.4062,5,9,29
Sel Score: 0.86 p value: 9.768e-02 RTime: 35.526,,(no adduct),431.2613,4,25,45
Sel Score: 0.86 p value: 3.072e-02 RTime: 39.382,,(no adduct),392.4582,2,29,49
Sel Score: 0.86 p value: 4.757e-02 RTime: 20.528,,(no adduct),358.5921,5,10,30
Sel Score: 0.86 p value: 6.650e-02 RTime: 44.323,,(no adduct),444.2164,2,34,54
Sel Score: 0.86 p value: 1.170e-01 RTime: 35.146,,(no adduct),404.7192,4,25,45
Sel Score: 0.86 p value: 3.879e-02 RTime: 34.008,,(no adduct),436.9715,2,24,44
Sel Score: 0.86 p value: 4.400e-02 RTime: 39.64,,(no adduct),408.9861,2,29,49
Sel Score: 0.86 p value: 1.243e-01 RTime: 50.047,,(no adduct),420.2455,2,40,60
Sel Score: 0.86 p value: 7.177e-02 RTime: 59.189,,(no adduct),442.2512,4,49,69
Sel Score: 0.86 p value: 9.172e-02 RTime: 39.754,,(no adduct),375.969,4,29,49
Sel Score: 0.86 p value: 3.883e-02 RTime: 44.387,,(no adduct),391.2253,4,34,54
Sel Score: 0.86 p value: 1.190e-02 RTime: 59.038,,(no adduct),436.9762,4,49,69
Sel Score: 0.86 p value: 1.537e-02 RTime: 20.021,,(no adduct),365.0039,5,10,30
Sel Score: 0.86 p value: 4.918e-02 RTime: 35.205,,(no adduct),433.4853,4,25,45
Sel Score: 0.86 p value: 6.542e-02 RTime: 21.097,,(no adduct),344.5885,5,11,31
Sel Score: 0.86 p value: 4.499e-02 RTime: 101.818,,(no adduct),880.2255,2,91,111
Sel Score: 0.86 p value: 1.204e-01 RTime: 78.134,,(no adduct),648.3389,3,68,88
Sel Score: 0.86 p value: 9.020e-02 RTime: 32.402,,(no adduct),409.9638,2,22,42
Sel Score: 0.86 p value: 9.476e-04 RTime: 31.373,,(no adduct),420.7139,4,21,41
Sel Score: 0.86 p value: 7.316e-04 RTime: 28.659,,(no adduct),343.7834,5,18,38
Sel Score: 0.86 p value: 9.999e-02 RTime: 49.601,,(no adduct),390.4717,4,39,59
Sel Score: 0.86 p value: 4.001e-02 RTime: 52.92,,(no adduct),468.7503,2,42,62
Sel Score: 0.85 p value: 1.202e-01 RTime: 36.116,,(no adduct),360.4041,5,26,46
Sel Score: 0.85 p value: 6.991e-04 RTime: 36.279,,(no adduct),366.7947,5,26,46
Sel Score: 0.85 p value: 4.278e-02 RTime: 53.847,,(no adduct),468.7476,2,43,63
Sel Score: 0.85 p value: 1.215e-01 RTime: 33.13,,(no adduct),353.3962,5,23,43
Sel Score: 0.85 p value: 1.312e-01 RTime: 51.544,,(no adduct),403.9683,2,41,61
Sel Score: 0.85 p value: 6.572e-02 RTime: 36.842,,(no adduct),334.1904,5,26,46
Sel Score: 0.85 p value: 1.128e-01 RTime: 33.3,,(no adduct),410.2236,2,23,43
Sel Score: 0.85 p value: 5.800e-03 RTime: 34.458,,(no adduct),352.5978,5,24,44
Sel Score: 0.85 p value: 3.925e-02 RTime: 44.364,,(no adduct),352.7927,5,34,54
Sel Score: 0.85 p value: 5.408e-02 RTime: 39.78,,(no adduct),384.2188,2,29,49
Sel Score: 0.85 p value: 8.543e-03 RTime: 21.699,,(no adduct),329.3876,5,11,31
Sel Score: 0.85 p value: 1.012e-01 RTime: 50.81,,(no adduct),425.2286,4,40,60
Sel Score: 0.85 p value: 1.289e-01 RTime: 47.563,,(no adduct),429.7396,4,37,57
Sel Score: 0.85 p value: 6.899e-02 RTime: 76.254,,(no adduct),565.9584,3,66,86
Sel Score: 0.85 p value: 1.005e-01 RTime: 26.821,,(no adduct),338.79,5,16,36
Sel Score: 0.85 p value: 1.227e-01 RTime: 35.211,,(no adduct),413.2403,4,25,45
Sel Score: 0.85 p value: 9.956e-02 RTime: 64.886,,(no adduct),433.2196,2,54,74
Sel Score: 0.85 p value: 6.563e-02 RTime: 35.577,,(no adduct),364.1976,5,25,45
Sel Score: 0.85 p value: 7.550e-02 RTime: 44.882,,(no adduct),391.212,2,34,54
Sel Score: 0.85 p value: 8.720e-02 RTime: 40.493,,(no adduct),406.9783,2,30,50
Sel Score: 0.85 p value: 1.074e-01 RTime: 22.144,,(no adduct),328.9924,5,12,32
Sel Score: 0.85 p value: 1.835e-03 RTime: 32.404,,(no adduct),431.2153,2,22,42
Sel Score: 0.85 p value: 4.068e-02 RTime: 27.406,,(no adduct),389.4889,4,17,37
Sel Score: 0.85 p value: 1.079e-01 RTime: 32.704,,(no adduct),353.7955,5,22,42
Sel Score: 0.85 p value: 3.294e-02 RTime: 45.494,,(no adduct),389.2228,4,35,55
Sel Score: 0.85 p value: 4.155e-03 RTime: 116.869,,(no adduct),484.9369,3,106,120
Sel Score: 0.85 p value: 4.227e-02 RTime: 54.536,,(no adduct),446.9702,2,44,64
Sel Score: 0.85 p value: 6.876e-02 RTime: 33.215,,(no adduct),416.2376,2,23,43
Sel Score: 0.85 p value: 6.294e-02 RTime: 65.935,,(no adduct),465.4714,4,55,75
Sel Score: 0.85 p value: 6.301e-02 RTime: 46.581,,(no adduct),412.4834,4,36,56
Sel Score: 0.85 p value: 1.174e-01 RTime: 35.136,,(no adduct),391.9717,2,25,45
Sel Score: 0.85 p value: 8.428e-02 RTime: 33.963,,(no adduct),433.4848,4,23,43
Sel Score: 0.85 p value: 9.106e-02 RTime: 38.436,,(no adduct),414.4689,4,28,48
Sel Score: 0.85 p value: 1.212e-01 RTime: 61.104,,(no adduct),486.1094,2,51,71
Sel Score: 0.85 p value: 9.693e-02 RTime: 47.517,,(no adduct),462.9783,4,37,57
Sel Score: 0.85 p value: 1.142e-01 RTime: 38.339,,(no adduct),411.9818,2,28,48
Sel Score: 0.85 p value: 8.095e-02 RTime: 77.357,,(no adduct),648.344,2,67,87
Sel Score: 0.85 p value: 6.414e-02 RTime: 52.176,,(no adduct),406.7106,4,42,62
Sel Score: 0.84 p value: 7.517e-02 RTime: 47.313,,(no adduct),401.7116,4,37,57
Sel Score: 0.84 p value: 9.711e-02 RTime: 34.572,,(no adduct),403.7177,2,24,44
Sel Score: 0.84 p value: 7.202e-02 RTime: 63.057,,(no adduct),414.9746,2,53,73
Sel Score: 0.84 p value: 1.026e-01 RTime: 47.078,,(no adduct),422.235,4,37,57
Sel Score: 0.84 p value: 8.595e-02 RTime: 33.305,,(no adduct),412.4854,4,23,43
Sel Score: 0.84 p value: 3.805e-02 RTime: 46.099,,(no adduct),411.4825,2,36,56
Sel Score: 0.84 p value: 5.142e-02 RTime: 44.215,,(no adduct),425.9913,4,34,54
Sel Score: 0.84 p value: 2.244e-03 RTime: 34.336,,(no adduct),412.7179,2,24,44
Sel Score: 0.84 p value: 1.021e-01 RTime: 41.971,,(no adduct),400.4645,4,31,51
Sel Score: 0.84 p value: 1.058e-01 RTime: 33.714,,(no adduct),432.2428,4,23,43
Sel Score: 0.84 p value: 3.390e-02 RTime: 60.163,,(no adduct),410.7407,2,50,70
Sel Score: 0.84 p value: 1.260e-01 RTime: 88.474,,(no adduct),627.6414,3,78,98
Sel Score: 0.84 p value: 8.958e-02 RTime: 47.21,,(no adduct),400.9709,2,37,57
Sel Score: 0.84 p value: 1.244e-01 RTime: 43.014,,(no adduct),408.4914,4,33,53
Sel Score: 0.84 p value: 5.765e-02 RTime: 35.19,,(no adduct),415.2239,2,25,45
Sel Score: 0.84 p value: 2.698e-02 RTime: 39.695,,(no adduct),398.2082,2,29,49
Sel Score: 0.84 p value: 2.268e-02 RTime: 21.325,,(no adduct),355.4003,5,11,31
Sel Score: 0.84 p value: 1.650e-02 RTime: 38.06,,(no adduct),415.976,4,28,48
Sel Score: 0.84 p value: 3.815e-02 RTime: 43.093,,(no adduct),398.4663,4,33,53
Sel Score: 0.84 p value: 2.971e-02 RTime: 43.264,,(no adduct),409.221,4,33,53
Sel Score: 0.84 p value: 3.150e-02 RTime: 35.595,,(no adduct),365.9974,5,25,45
Sel Score: 0.84 p value: 2.774e-02 RTime: 45.127,,(no adduct),377.2106,4,35,55
Sel Score: 0.84 p value: 5.277e-02 RTime: 20.505,,(no adduct),350.5908,5,10,30
Sel Score: 0.84 p value: 3.763e-03 RTime: 44.655,,(no adduct),421.9791,2,34,54
Sel Score: 0.84 p value: 1.277e-01 RTime: 36.268,,(no adduct),400.4729,2,26,46
Sel Score: 0.84 p value: 1.728e-02 RTime: 35.28,,(no adduct),409.7412,4,25,45
Sel Score: 0.84 p value: 1.815e-02 RTime: 28.636,,(no adduct),352.9939,5,18,38
Sel Score: 0.84 p value: 1.206e-01 RTime: 55.251,,(no adduct),411.226,4,45,65
Sel Score: 0.84 p value: 1.031e-02 RTime: 54.668,,(no adduct),403.9779,2,44,64
Sel Score: 0.84 p value: 2.799e-02 RTime: 63.269,,(no adduct),450.7407,2,53,73
Sel Score: 0.84 p value: 4.471e-02 RTime: 48.261,,(no adduct),422.7183,2,38,58
Sel Score: 0.84 p value: 8.110e-02 RTime: 44.214,,(no adduct),410.4672,2,34,54
Sel Score: 0.84 p value: 1.231e-01 RTime: 41.207,,(no adduct),433.242,2,31,51
Sel Score: 0.84 p value: 3.281e-02 RTime: 43.307,,(no adduct),400.9689,4,33,53
Sel Score: 0.84 p value: 1.218e-01 RTime: 46.869,,(no adduct),483.6051,3,36,56
Sel Score: 0.84 p value: 1.290e-01 RTime: 36.538,,(no adduct),419.2171,2,26,46
Sel Score: 0.84 p value: 9.805e-02 RTime: 33.926,,(no adduct),416.9851,2,23,43
Sel Score: 0.84 p value: 1.873e-02 RTime: 61.16,,(no adduct),485.943,2,51,71
Sel Score: 0.84 p value: 8.722e-02 RTime: 42.235,,(no adduct),411.7307,4,32,52
Sel Score: 0.84 p value: 8.595e-03 RTime: 57.201,,(no adduct),402.9704,4,47,67
Sel Score: 0.84 p value: 1.211e-01 RTime: 33.17,,(no adduct),412.9863,4,23,43
Sel Score: 0.84 p value: 1.039e-02 RTime: 31.261,,(no adduct),359.5937,5,21,41
Sel Score: 0.84 p value: 5.082e-02 RTime: 47.219,,(no adduct),430.2392,4,37,57
Sel Score: 0.84 p value: 7.277e-02 RTime: 50.818,,(no adduct),400.2078,2,40,60
Sel Score: 0.84 p value: 2.518e-02 RTime: 36.022,,(no adduct),398.4672,2,26,46
Sel Score: 0.84 p value: 1.036e-01 RTime: 39.703,,(no adduct),425.4845,2,29,49
Sel Score: 0.84 p value: 9.729e-02 RTime: 30.698,,(no adduct),427.7383,2,20,40
Sel Score: 0.84 p value: 1.588e-02 RTime: 26.981,,(no adduct),395.7335,4,16,36
Sel Score: 0.83 p value: 4.559e-02 RTime: 54.286,,(no adduct),411.9766,4,44,64
Sel Score: 0.83 p value: 4.523e-02 RTime: 32.522,,(no adduct),412.4776,2,22,42
Sel Score: 0.83 p value: 9.248e-02 RTime: 21.222,,(no adduct),330.7888,5,11,31
Sel Score: 0.83 p value: 1.000e-01 RTime: 77.291,,(no adduct),553.6219,3,67,87
Sel Score: 0.83 p value: 7.655e-02 RTime: 47.997,,(no adduct),395.9812,2,37,57
Sel Score: 0.83 p value: 8.911e-02 RTime: 84.369,,(no adduct),730.953,2,74,94
Sel Score: 0.83 p value: 2.777e-02 RTime: 113.868,,(no adduct),660.8627,2,103,120
Sel Score: 0.83 p value: 8.546e-02 RTime: 62.191,,(no adduct),431.9787,4,52,72
Sel Score: 0.83 p value: 1.308e-01 RTime: 22.971,,(no adduct),368.0059,5,12,32
Sel Score: 0.83 p value: 1.029e-01 RTime: 45.871,,(no adduct),405.7138,4,35,55
Sel Score: 0.83 p value: 6.129e-02 RTime: 59.37,,(no adduct),424.4738,4,49,69
Sel Score: 0.83 p value: 3.261e-02 RTime: 44.921,,(no adduct),398.9669,4,34,54
Sel Score: 0.83 p value: 5.673e-02 RTime: 87.168,,(no adduct),604.9772,3,77,97
Sel Score: 0.83 p value: 1.006e-01 RTime: 50.744,,(no adduct),410.4689,2,40,60
Sel Score: 0.83 p value: 8.240e-02 RTime: 29.435,,(no adduct),368.8013,5,19,39
Sel Score: 0.83 p value: 4.966e-02 RTime: 44.234,,(no adduct),441.4611,2,34,54
Sel Score: 0.83 p value: 1.254e-01 RTime: 38.323,,(no adduct),396.715,4,28,48
Sel Score: 0.83 p value: 1.204e-01 RTime: 39.405,,(no adduct),402.4819,2,29,49
Sel Score: 0.83 p value: 7.864e-02 RTime: 40.196,,(no adduct),408.9886,4,30,50
Sel Score: 0.83 p value: 1.478e-02 RTime: 21.369,,(no adduct),359.3972,5,11,31
Sel Score: 0.83 p value: 1.326e-01 RTime: 32.709,,(no adduct),440.5022,2,22,42
Sel Score: 0.83 p value: 1.693e-02 RTime: 20.565,,(no adduct),329.7907,5,10,30
Sel Score: 0.83 p value: 4.664e-02 RTime: 48.505,,(no adduct),406.9898,4,38,58
Sel Score: 0.83 p value: 6.374e-02 RTime: 42.762,,(no adduct),419.2318,4,32,52
Sel Score: 0.83 p value: 1.855e-02 RTime: 88.835,,(no adduct),606.9617,3,78,98
Sel Score: 0.83 p value: 2.905e-02 RTime: 34.651,,(no adduct),408.2319,2,24,44
Sel Score: 0.83 p value: 9.285e-02 RTime: 55.799,,(no adduct),410.4834,2,45,65
Sel Score: 0.83 p value: 1.382e-02 RTime: 55.057,,(no adduct),429.478,4,45,65
Sel Score: 0.83 p value: 1.187e-02 RTime: 32.542,,(no adduct),406.4816,4,22,42
Sel Score: 0.83 p value: 1.611e-02 RTime: 33.924,,(no adduct),433.746,2,23,43
Sel Score: 0.83 p value: 9.404e-02 RTime: 57.581,,(no adduct),413.4555,2,47,67
Sel Score: 0.83 p value: 1.285e-01 RTime: 38.614,,(no adduct),428.9788,4,28,48
Sel Score: 0.83 p value: 1.273e-01 RTime: 49.939,,(no adduct),409.2345,2,39,59
Sel Score: 0.83 p value: 2.975e-03 RTime: 21.557,,(no adduct),347.6023,5,11,31
Sel Score: 0.83 p value: 6.525e-02 RTime: 46.187,,(no adduct),422.9941,4,36,56
Sel Score: 0.83 p value: 2.819e-02 RTime: 20.129,,(no adduct),362.8081,5,10,30
Sel Score: 0.83 p value: 3.545e-03 RTime: 54.214,,(no adduct),423.4679,2,44,64
Sel Score: 0.83 p value: 6.164e-02 RTime: 44.95,,(no adduct),393.4767,4,34,54
Sel Score: 0.83 p value: 3.369e-02 RTime: 45.51,,(no adduct),450.0034,4,35,55
Sel Score: 0.83 p value: 6.948e-02 RTime: 28.605,,(no adduct),361.9929,5,18,38
Sel Score: 0.83 p value: 3.522e-02 RTime: 33.024,,(no adduct),400.7137,2,23,43
Sel Score: 0.83 p value: 2.028e-02 RTime: 35.41,,(no adduct),410.7408,4,25,45
Sel Score: 0.83 p value: 1.005e-01 RTime: 29.302,,(no adduct),419.7287,2,19,39
Sel Score: 0.83 p value: 4.286e-02 RTime: 40.774,,(no adduct),424.4703,2,30,50
Sel Score: 0.83 p value: 2.499e-02 RTime: 39.921,,(no adduct),419.2112,2,29,49
Sel Score: 0.83 p value: 4.311e-02 RTime: 43.272,,(no adduct),417.966,4,33,53
Sel Score: 0.83 p value: 9.932e-02 RTime: 105.135,,(no adduct),966.993,2,95,115
Sel Score: 0.83 p value: 7.245e-03 RTime: 40.267,,(no adduct),441.2368,4,30,50
Sel Score: 0.83 p value: 1.026e-02 RTime: 120.346,,(no adduct),543.6385,3,110,120
Sel Score: 0.83 p value: 6.703e-02 RTime: 49.312,,(no adduct),386.9698,2,39,59
Sel Score: 0.83 p value: 1.901e-02 RTime: 38.088,,(no adduct),403.2334,4,28,48
Sel Score: 0.83 p value: 5.978e-02 RTime: 52.98,,(no adduct),408.4783,2,42,62
Sel Score: 0.83 p value: 5.058e-03 RTime: 36.176,,(no adduct),397.7256,4,26,46
Sel Score: 0.83 p value: 3.522e-03 RTime: 20.986,,(no adduct),343.7991,5,10,30
Sel Score: 0.83 p value: 1.176e-01 RTime: 33.45,,(no adduct),385.2097,4,23,43
Sel Score: 0.83 p value: 1.898e-02 RTime: 119.565,,(no adduct),528.9629,3,109,120
Sel Score: 0.83 p value: 4.506e-02 RTime: 32.181,,(no adduct),344.3885,5,22,42
Sel Score: 0.83 p value: 1.187e-01 RTime: 48.413,,(no adduct),409.713,2,38,58
Sel Score: 0.83 p value: 8.688e-02 RTime: 55.351,,(no adduct),393.7344,4,45,65
Sel Score: 0.83 p value: 9.069e-02 RTime: 46.131,,(no adduct),424.2469,2,36,56
Sel Score: 0.83 p value: 8.082e-02 RTime: 41.782,,(no adduct),459.2379,2,31,51
Sel Score: 0.83 p value: 1.004e-01 RTime: 49.204,,(no adduct),411.7365,4,39,59
Sel Score: 0.82 p value: 5.952e-02 RTime: 53.201,,(no adduct),430.7368,4,43,63
Sel Score: 0.82 p value: 5.489e-02 RTime: 55.83,,(no adduct),406.2171,4,45,65
Sel Score: 0.82 p value: 2.148e-02 RTime: 40.49,,(no adduct),402.7156,2,30,50
Sel Score: 0.82 p value: 7.306e-02 RTime: 69.762,,(no adduct),430.9887,4,59,79
Sel Score: 0.82 p value: 2.913e-02 RTime: 27.603,,(no adduct),359.5978,5,17,37
Sel Score: 0.82 p value: 6.117e-02 RTime: 29.908,,(no adduct),386.71,2,19,39
Sel Score: 0.82 p value: 5.178e-02 RTime: 51.78,,(no adduct),421.7069,2,41,61
Sel Score: 0.82 p value: 1.392e-02 RTime: 117.8,,(no adduct),499.6121,3,107,120
Sel Score: 0.82 p value: 1.266e-01 RTime: 63.873,,(no adduct),440.975,2,53,73
Sel Score: 0.82 p value: 2.130e-03 RTime: 28.524,,(no adduct),354.9838,5,18,38
Sel Score: 0.82 p value: 6.524e-03 RTime: 41.045,,(no adduct),402.4585,4,31,51
Sel Score: 0.82 p value: 6.730e-02 RTime: 37.783,,(no adduct),429.2287,4,27,47
Sel Score: 0.82 p value: 1.053e-01 RTime: 47.579,,(no adduct),395.727,4,37,57
Sel Score: 0.82 p value: 4.361e-02 RTime: 117.823,,(no adduct),748.9145,2,107,120
Sel Score: 0.82 p value: 1.034e-01 RTime: 44.381,,(no adduct),401.4668,2,34,54
Sel Score: 0.82 p value: 1.201e-01 RTime: 44.874,,(no adduct),394.9721,4,34,54
Sel Score: 0.82 p value: 1.228e-01 RTime: 46.152,,(no adduct),424.2241,2,36,56
