m/z,RT (min),z,Obs Mass,Specificity,P-value,SelScore 12ca5,SelScore Intstd 12ca5,Ln(Concentration-Dependent Enrichment) 12ca5,SelScore BeadsOnly,SelScore Intstd BeadsOnly,Ln(Concentration-Dependent Enrichment) BeadsOnly,Areas_toberemoved_12ca5,yint_toberemoved_12ca5,Slope_toberemoved_12ca5,Areas_toberemoved_BeadsOnly,yint_toberemoved_BeadsOnly,Slope_toberemoved_BeadsOnly,Area of Beads Only Reference,SelScore Rank BeadsOnly,SelScore Intstd Rank BeadsOnly,Concentration-Dependent Enrichment Rank BeadsOnly,Total Rank BeadsOnly,Total Intstd Rank BeadsOnly
730.2395209844149,83.04299092302954,2.0,1458.4644890288298,BeadsOnly,0.0417933609020061,0.3391916925717541,30248445.702094473,-16.58264392864187,0.6608083074282458,58929580.660374835,3.9577927611605577,"((1, 10082815.61985617), (0.6, 15535734.759897642), (0.3, 9625471.346954104))",23876672.796039384,-15912952.029530976,"((1, 23876672.538110584), (0.6, 23876673.30553126), (0.3, 23876672.54447631))",23876672.796039384,-0.01910523760888605,23876672.796039384,29,5,0,29,5
587.9748418349868,61.22289360795341,3.0,1760.9026960949604,BeadsOnly,0.016474259481791063,0.3151788407195508,15158184.651019502,-15.589760340671145,0.6848211592804491,32935731.22357882,2.7214284413420784,"((1, 5716519.282808267), (0.6, 3744841.105937397), (0.3, 8161589.777036975))",9979417.116980692,-5895856.303376858,"((1, 9979417.065109322), (0.6, 9979416.920073718), (0.3, 9979417.365759043))",9979417.116980692,-0.06578072337868779,9979417.116980692,22,12,7,29,19
333.38843601326363,28.64854342028508,5.0,1661.9057977163181,BeadsOnly,0.039233289317039614,0.3289673865959259,5453147.538603894,-13.057880085294814,0.671032613404074,11123412.208037656,3.3079341623731535,"((1, 3000249.360195635), (0.6, 1081720.9226271433), (0.3, 1405976.7954420215))",2500421.068868253,-468775.88932181546,"((1, 2500420.60796466), (0.6, 2500421.9674501345), (0.3, 2500420.6311899642))",2500421.068868253,-0.036591688212918916,2500421.068868253,27,31,3,30,34
424.72576587297044,38.45923707004671,2.0,847.4369788059408,BeadsOnly,0.008961099423226633,0.32263481682273676,29672042.404774748,15.306400881527834,0.6773651831772632,62295844.68497252,2.738728457775497,"((1, 25402065.31178981), (0.6, 6277205.7235638825), (0.3, 10307196.355668047))",13590014.932890756,4441047.728809693,"((1, 13590014.44232327), (0.6, 13590015.765061125), (0.3, 13590014.591287868))",13590014.932890756,-0.06465250303712766,13590014.932890756,25,4,6,31,10
427.91123677620476,26.464638674899618,2.0,853.8079206124095,BeadsOnly,0.0170508372472041,0.2412347370068272,76114474.45937325,-18.247088409294342,0.7587652629931728,239405899.61187476,1.1957623515774374,"((1, 28524684.764755324), (0.6, 33388381.18069866), (0.3, 83263300.29203494))",102857597.42560823,-84063952.74149695,"((1, 102857596.19211507), (0.6, 102857598.84180474), (0.3, 102857597.24290492))",102857597.42560823,-0.3024732752855581,102857597.42560823,9,1,22,31,23
439.24406035243305,22.14933177164364,4.0,1752.9471355297321,BeadsOnly,0.0025152482475191643,0.3216802349597826,9229535.924648613,-15.140010239979292,0.6783197650402174,19462111.62342818,2.052575541175994,"((1, 3076511.4297339655), (0.6, 4463705.963787644), (0.3, 3729430.9259724463))",6487370.742112648,-3760303.536796964,"((1, 6487369.450723976), (0.6, 6487373.134734725), (0.3, 6487369.640879243))",6487370.742112648,-0.1284037681523471,6487370.742112648,24,22,10,34,32
621.6429774992405,63.21818962294508,3.0,1861.9071030877215,BeadsOnly,0.04624333080054968,0.23275168956779235,8115416.022371011,-15.729379343348953,0.7672483104322075,26751854.060354967,0.9087221639724906,"((1, 2705136.0111469035), (0.6, 4917825.863612289), (0.3, 4856930.139472856))",8917287.249307364,-6779265.653443165,"((1, 8917285.62812359), (0.6, 8917289.084048152), (0.3, 8917287.03575035))",8917287.249307364,-0.40303891276291726,8917287.249307364,7,16,27,34,43
443.2315782106376,22.461740583157887,4.0,1768.8972069625504,BeadsOnly,0.033995585997830494,0.22825919437746114,4772282.340216328,-14.404618780177179,0.7717408056225388,16135012.77765146,0.7299765633893591,"((1, 1590762.0549047722), (0.6, 4848536.356396419), (0.3, 7565362.3366250405))",4938391.63928473,-1802380.3757144322,"((1, 4938390.2635730645), (0.6, 4938392.519997228), (0.3, 4938392.1342838975))",4938391.63928473,-0.48192028453591873,4938391.63928473,5,26,30,35,56
562.9822156816437,63.96135290498907,3.0,1685.924817634931,BeadsOnly,0.029810286844348614,0.30797274161382476,6939527.131253049,-15.269999900493172,0.6920272583861752,15593399.305316804,1.2862592680143097,"((1, 2470224.653235397), (0.6, 1030090.369418345), (0.3, 1679485.979550982))",5158660.020295401,-4282296.12065015,"((1, 5158660.184775983), (0.6, 5158658.301045657), (0.3, 5158661.575064563))",5158660.020295401,-0.276302425658973,5158660.020295401,20,27,18,38,45
349.1956168844689,23.5010368974754,5.0,1740.9417020723447,BeadsOnly,0.029528306874468592,0.31205556102717885,6005800.727357653,-14.698437434228508,0.6879444389728212,13240133.258207727,1.3438770649838918,"((1, 1945356.0312966863), (0.6, 3343319.380630586), (0.3, 3372850.9513361324))",4457502.259084018,-2417966.448237989,"((1, 4457501.264473782), (0.6, 4457503.319151092), (0.3, 4457502.193627179))",4457502.259084018,-0.2608324413506007,4457502.259084018,21,29,17,38,46
435.4786290680278,23.091329503413498,4.0,1737.885410392111,BeadsOnly,0.004147778151837008,0.26363128737551034,11657766.27980521,-15.255939545307703,0.7363687126244898,32562198.64112679,0.56665205418104,"((1, 3163640.184268174), (0.6, 3832851.3248978467), (0.3, 6423797.514947605))",7112171.126095224,-4222506.83050567,"((1, 7112169.721095368), (0.6, 7112171.661888755), (0.3, 7112171.995301547))",7112171.126095224,-0.5674219601816621,7112171.126095224,11,13,31,42,44
426.2418139521728,22.841900282105282,2.0,850.4690749643455,BeadsOnly,0.04971866906103156,0.4077597256827386,14720692.338763108,-15.11676243576866,0.5922402743172615,21380696.3261309,2.1911866975422307,"((1, 4906896.760400229), (0.6, 2921463.9536452964), (0.3, 5180611.000670115))",7126896.49784862,-3673893.055132608,"((1, 7126896.637686667), (0.6, 7126895.631270423), (0.3, 7126897.224588773))",7126896.49784862,-0.11178401605908728,7126896.49784862,33,21,9,42,30
427.4784957166578,33.49853513927187,4.0,1705.884876986631,BeadsOnly,0.036542200832484086,0.2944589058033311,26770899.89304286,-16.04720529906288,0.7055410941966688,64144672.24768607,0.9776158456099515,"((1, 8923632.321595928), (0.6, 7778270.9195994185), (0.3, 9639870.907870496))",15784334.004305013,-9315640.307580864,"((1, 15784334.240614003), (0.6, 15784331.634583702), (0.3, 15784336.13771733))",15784334.004305013,-0.3762069659737697,15784334.004305013,17,3,26,43,29
779.9103183576043,73.3286532823951,2.0,1557.8060837752087,BeadsOnly,0.02715622435000217,0.3209915262515324,3626209.366644848,-14.58232361633185,0.6790084737484676,7670691.23690352,1.2171920522025348,"((1, 1208735.6668382797), (0.6, 494835.4862972558), (0.3, 769232.8277731332))",2556896.497004031,-2152894.1610900005,"((1, 2556895.9064117535), (0.6, 2556896.444094443), (0.3, 2556897.1405058987))",2556896.497004031,-0.29606032279269345,2556896.497004031,23,32,20,43,52
362.20908374401233,22.232029599766086,5.0,1806.0090363700617,BeadsOnly,0.034981672345885007,0.30357293651177514,7388077.83967046,-15.225689790139942,0.6964270634882248,16948998.8594703,0.9857034989372906,"((1, 2462690.8982816148), (0.6, 2798811.250051917), (0.3, 2173945.168027736))",5649663.743941713,-4096689.596863204,"((1, 5649663.434638678), (0.6, 5649662.661961886), (0.3, 5649665.135224577))",5649663.743941713,-0.373176605225247,5649663.743941713,19,25,25,44,50
408.7240573830501,22.167238770988337,4.0,1630.8671236522002,BeadsOnly,0.04239563356026494,0.2800762419146734,10923108.34172364,-14.622850338016269,0.7199237580853267,28077373.33801633,0.3395904958324559,"((1, 6105131.658158422), (0.6, 2439746.531551248), (0.3, 2475620.279154343))",6085512.048296025,-2241936.00392472,"((1, 6085511.481491593), (0.6, 6085509.929207397), (0.3, 6085514.734189088))",6085512.048296025,-0.7120618553639488,6085512.048296025,15,15,32,47,47
412.48546193207875,28.796759330245937,4.0,1645.912741848315,BeadsOnly,0.043214963836130646,0.37136879583236243,25118980.80783011,-14.248015283713437,0.6286312041676376,42519929.864591956,1.2413281638390525,"((1, 8735793.488795707), (0.6, 3493982.4561051074), (0.3, 4669396.463281669))",7614534.408233155,-1541112.7581878088,"((1, 7614533.64401451), (0.6, 7614534.7945760535), (0.3, 7614534.786108899))",7614534.408233155,-0.28900012341188486,7614534.408233155,31,7,19,50,26
415.739329981455,30.99278414421178,2.0,829.46410702291,BeadsOnly,0.0026962375381845696,0.33494470481924304,15633378.76825109,-15.720066135411932,0.6650552951807569,31041127.63031351,1.0912342318625115,"((1, 10585115.03643805), (0.6, 2247356.6471832967), (0.3, 7651878.102563403))",12614686.52222931,-6716422.034828376,"((1, 12614686.699029952), (0.6, 12614684.486652538), (0.3, 12614688.381005444))",12614686.52222931,-0.3358017805762237,12614686.52222931,28,14,23,51,37
336.19030907176034,18.569594133469007,5.0,1675.9151630088018,BeadsOnly,0.00032063472237847115,0.3701566504309647,4139399.376954556,-7.310764597897522,0.6298433495690353,7043431.924698813,1.1964805920219685,"((1, 1379800.0728625527), (0.6, 2902461.201409656), (0.3, 2805740.90510995))",2086931.5585960606,-1496.3208356858686,"((1, 2086930.462821359), (0.6, 2086932.6544991797), (0.3, 2086931.5584676433))",2086931.5585960606,-0.3022561047455268,2086931.5585960606,30,33,21,51,54
396.2180394289045,31.843158253963235,2.0,790.4215259178089,BeadsOnly,0.04503359251069934,0.2971985327619673,19253559.14749883,-15.905374841522624,0.7028014672380327,45529934.12404912,0.3236690382239054,"((1, 14942258.595347939), (0.6, 4244606.209616215), (0.3, 4703432.870012944))",16116625.480488189,-8083817.98284238,"((1, 16116624.510080857), (0.6, 16116624.247905353), (0.3, 16116627.683478355))",16116625.480488189,-0.7234896501798513,16116625.480488189,18,6,33,51,39
396.21756649493733,23.396299001758717,4.0,1580.8411600997492,BeadsOnly,0.043888272689589496,0.3256027539707399,10847160.038935602,-15.526649797124026,0.6743972460292601,22466931.769730046,0.8954236410962932,"((1, 3615719.3834508187), (0.6, 2451409.0638654674), (0.3, 3721185.3741535097))",7488975.293817773,-5535263.87634014,"((1, 7488974.425516099), (0.6, 7488975.34575476), (0.3, 7488976.110182461))",7488975.293817773,-0.40843453233139543,7488975.293817773,26,18,28,54,46
452.23610935333295,54.22931619516272,2.0,902.4576657666659,BeadsOnly,0.04752642382293871,0.37751236588675996,13419178.967207327,14.120351757394019,0.6224876341132399,22127150.583312865,0.7960593580049166,"((1, 5725345.362649209), (0.6, 5063779.507716315), (0.3, 3317493.5680409246))",4101088.0143524725,1356409.5872866467,"((1, 4101087.123849813), (0.6, 4101087.911860363), (0.3, 4101089.0073472406))",4101088.0143524725,-0.4511031020281764,4101088.0143524725,32,20,29,61,49
407.97320877782994,44.686976072857114,4.0,1627.8637292313197,BeadsOnly,0.040798596528625795,0.4115191624390756,27260226.862483572,-16.14272824630701,0.5884808375609243,38982683.19038518,0.06849522702995263,"((1, 9086742.691010388), (0.6, 5659238.8339411095), (0.3, 2731694.857294563))",14822843.453027777,-10249384.841732996,"((1, 14822845.989998488), (0.6, 14822842.709424488), (0.3, 14822841.65966036))",14822843.453027777,1.070895513586571,14822843.453027777,34,9,34,68,43
