Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
"Sel Score: 0.76 RTime: 16.482 Area: 1378898.728208563 All areas: [277945.79255311744, 297644.24271067284, 713468.8279813092, 1055398.5440873753, 1780011.7573836048, 1301285.8831547091] p-value: 0.026267183081146433 original RTs: [0, 946.9063466060372, 1029.0916392468257, 0, 0, 0]",,(no adduct),363.6126,5.0,6,26
"Sel Score: 0.76 RTime: 32.345 Area: 34449235.07592599 All areas: [9688585.701461527, 8184858.574404028, 14922305.18030406, 35559746.580831416, 32044794.611276828, 35743164.03566973] p-value: 0.001560813385600656 original RTs: [0, 0, 1945.2621077855167, 0, 0, 0]",,(no adduct),430.2356,4.0,22,42
"Sel Score: 0.76 RTime: 52.98 Area: 11098289.932747973 All areas: [3656418.2320370045, 4437367.41533757, 2487973.4953725706, 11322279.268874161, 14081534.030069754, 7891056.499300001] p-value: 0.041333090601849545 original RTs: [0, 0, 0, 0, 3194.2638250302625, 0]",,(no adduct),420.7306,2.0,42,62
"Sel Score: 0.76 RTime: 26.465 Area: 79801966.53729159 All areas: [33259888.39369197, 12139551.00612924, 30715035.059552047, 96093930.12985094, 60215952.96215937, 83096016.51986444] p-value: 0.0170508372472041 original RTs: [1579.3775736488683, 1585.517796691942, 0, 1641.4322136657383, 0, 0]",,(no adduct),427.9112,2.0,16,36
"Sel Score: 0.74 RTime: 11.696 Area: 7482972.377387121 All areas: [2531816.7636298807, 1583662.470786143, 3854152.0034535467, 5598238.335107951, 9074988.794618996, 7775690.0024344195] p-value: 0.021869962034200316 original RTs: [0, 682.9660071010952, 0, 0, 0, 691.109358295803]",,(no adduct),554.4004,4.0,3,21
"Sel Score: 0.74 RTime: 86.688 Area: 4809194.163191534 All areas: [913180.3261572111, 2399626.114489277, 1833122.0987575662, 4761171.597307414, 6314037.022434602, 3352373.869832587] p-value: 0.04918536710032925 original RTs: [0, 0, 0, 0, 5238.3403414735385, 5240.989905486558]",,(no adduct),559.6208,3.0,76,96
"Sel Score: 0.74 RTime: 23.091 Area: 10854066.21370893 All areas: [3971504.299537778, 5111575.737004574, 2574686.243262858, 12598020.050930034, 10229796.578599643, 9734382.01159711] p-value: 0.004147778151837008 original RTs: [0, 1377.0176077750775, 0, 0, 0, 1373.0181993156928]",,(no adduct),435.4786,4.0,13,33
"Sel Score: 0.74 RTime: 67.711 Area: 5800976.495734282 All areas: [2127622.877063129, 2031478.9046714979, 2102001.90874532, 4707925.037900729, 7175595.069616901, 5519409.379685215] p-value: 0.03598449985612805 original RTs: [0, 4062.652250286611, 0, 0, 0, 0]",,(no adduct),612.9663,3.0,57,77
"Sel Score: 0.73 RTime: 12.328 Area: 7437385.268044509 All areas: [2607928.324806181, 1583662.621834232, 3890702.8074985365, 5598239.88045682, 8938225.93230303, 7775689.991373675] p-value: 0.020536085784865075 original RTs: [0, 0, 0, 0, 0, 710.4641319647033]",,(no adduct),554.3997,4.0,3,22
"Sel Score: 0.73 RTime: 42.297 Area: 69344099.31303327 All areas: [17950906.208025254, 20290381.555708382, 37890381.42392085, 65871209.63137294, 79547022.12324779, 62614066.18447908] p-value: 0.006336971884106486 original RTs: [0, 0, 0, 2564.0853058631624, 2581.6340307002306, 0]",,(no adduct),399.1289,4.0,32,52
"Sel Score: 0.73 RTime: 11.822 Area: 7480788.385875191 All areas: [2531816.3858918264, 2303948.7062207786, 3416100.2574368985, 5598240.6487811245, 9068434.519213917, 7775689.9896305315] p-value: 0.03242287052614453 original RTs: [0, 0, 0, 0, 0, 679.7132208873765]",,(no adduct),554.4021,2.0,3,21
"Sel Score: 0.73 RTime: 18.87 Area: 4705795.550569791 All areas: [1578922.6056477998, 695273.388931475, 2922298.6864185273, 4796007.822245162, 5967242.342169612, 3354136.487294599] p-value: 0.04161771056602721 original RTs: [0, 1083.4970989322135, 1092.1165485379665, 1293.3043442340384, 0, 0]",,(no adduct),410.7391,2.0,8,28
"Sel Score: 0.73 RTime: 42.125 Area: 69819944.0796029 All areas: [32397226.255974256, 32095050.360619284, 13560866.030116063, 65821826.9489268, 74185546.29300147, 69452458.99688043] p-value: 0.011180576332897485 original RTs: [0, 0, 0, 2592.1606945991143, 0, 0]",,(no adduct),319.304,5.0,32,52
"Sel Score: 0.73 RTime: 24.286 Area: 6175237.55624948 All areas: [3959636.5969351334, 1675184.8515935405, 1326602.2138563395, 6812952.766455794, 6773206.775166099, 4939553.127126543] p-value: 0.023110848273310114 original RTs: [0, 0, 0, 0, 0, 1437.015702330808]",,(no adduct),389.975,2.0,14,34
"Sel Score: 0.72 RTime: 22.167 Area: 9359124.446005443 All areas: [2703813.8525028196, 3892764.955917685, 4326529.533303135, 10409987.91867906, 11066429.913432375, 6600955.505904899] p-value: 0.04239563356026494 original RTs: [1299.647247183799, 0, 0, 0, 0, 0]",,(no adduct),408.7241,4.0,12,32
"Sel Score: 0.71 RTime: 53.893 Area: 5663143.838901453 All areas: [1547917.8719424494, 3572154.893626019, 1782651.865960527, 6908205.326726777, 5660981.3827671595, 4420244.807210424] p-value: 0.025512700287702385 original RTs: [0, 0, 0, 0, 3249.9749291532808, 0]",,(no adduct),472.7298,2.0,43,63
"Sel Score: 0.71 RTime: 16.324 Area: 7532085.771045633 All areas: [4790272.518910698, 2489963.188697739, 2114160.729068352, 6524374.02438545, 9315582.012105888, 6756301.276645562] p-value: 0.023055875584391528 original RTs: [0, 0, 0, 0, 957.7439768943383, 0]",,(no adduct),387.5619,3.0,6,26
"Sel Score: 0.71 RTime: 33.499 Area: 21381557.415895358 All areas: [6397210.881682986, 13318161.754714701, 7055527.25664517, 27617744.58989286, 17787633.308076512, 18739294.349716704] p-value: 0.036542200832484086 original RTs: [0, 0, 0, 0, 2005.6354162775328, 0]",,(no adduct),427.4785,4.0,23,43
"Sel Score: 0.7 RTime: 31.843 Area: 15176644.708016373 All areas: [9793761.187205723, 6986260.79677883, 2473537.163514279, 15405874.291386046, 16134701.473792186, 13989358.358870884] p-value: 0.04503359251069934 original RTs: [1865.158963606602, 1816.925034649365, 1989.439846154078, 0, 1972.5929639001324, 1867.5340696859773]",,(no adduct),396.218,2.0,21,41
"Sel Score: 0.7 RTime: 24.657 Area: 10388086.448938085 All areas: [7428280.957411279, 3539875.741207735, 2447332.5035899775, 8167102.419754654, 11711558.580037663, 11285598.347021941] p-value: 0.03876601294812151 original RTs: [0, 0, 1545.1609546933757, 0, 0, 1394.752402515183]",,(no adduct),438.9979,4.0,14,34
"Sel Score: 0.7 RTime: 22.232 Area: 5649666.2864901 All areas: [3014420.656154103, 1988748.6759733837, 2384908.5075429725, 6887504.095965759, 5717577.4594540335, 4343917.304050509] p-value: 0.034981672345885007 original RTs: [0, 1333.9217759859653, 0, 0, 0, 0]",,(no adduct),362.2091,5.0,12,32
"Sel Score: 0.69 RTime: 63.961 Area: 5197799.768438934 All areas: [2644838.5705962097, 2254888.759038245, 2039799.801618595, 4650393.063467291, 4580699.1066007055, 6362307.135248808] p-value: 0.029810286844348614 original RTs: [0, 0, 3855.536188836699, 0, 0, 0]",,(no adduct),562.9822,3.0,53,73
"Sel Score: 0.69 RTime: 61.168 Area: 8779257.82694771 All areas: [5533866.474718088, 3347374.8161580916, 2965169.788027538, 7785274.267835094, 9388891.534247255, 9163607.678760778] p-value: 0.010894769264538327 original RTs: [0, 0, 3760.151517519062, 0, 0, 3604.073071194429]",,(no adduct),570.9773,3.0,51,71
"Sel Score: 0.69 RTime: 23.501 Area: 4413377.752735909 All areas: [1743105.8909258642, 3024790.979175234, 1237903.8572565552, 4526381.744751381, 4765118.977905097, 3948632.5355512504] p-value: 0.029528306874468592 original RTs: [0, 0, 1449.9478627914525, 0, 0, 1350.0854565042412]",,(no adduct),349.1956,5.0,13,33
"Sel Score: 0.68 RTime: 61.223 Area: 10978577.074526273 All areas: [6886780.473373614, 4077449.9685156923, 4193954.2091301964, 8729339.14884117, 11937889.568613367, 12268502.50612428] p-value: 0.016474259481791063 original RTs: [3658.8188372324175, 0, 0, 0, 0, 0]",,(no adduct),587.9748,3.0,51,71
"Sel Score: 0.68 RTime: 86.737 Area: 16790228.705510113 All areas: [3609446.3706370615, 9258372.756036175, 10419642.173700996, 15546718.482592048, 21288436.322049927, 13535531.31188836] p-value: 0.04549843303001022 original RTs: [0, 0, 0, 0, 0, 5231.47633524793]",,(no adduct),793.7226,2.0,76,96
"Sel Score: 0.68 RTime: 29.573 Area: 5565909.9862061 All areas: [1998546.8418233634, 3689798.126284607, 2066806.0617603422, 6513516.911786567, 6056985.024055033, 4127228.0227767006] p-value: 0.03476580832998637 original RTs: [0, 1774.3984399134315, 0, 0, 0, 0]",,(no adduct),334.9888,5.0,19,39
"Sel Score: 0.68 RTime: 15.486 Area: 6735093.355260134 All areas: [4790272.564932594, 2489967.3085837048, 2114161.489005061, 6524374.255800909, 6924607.850745572, 6756297.959233923] p-value: 0.047482561395475374 original RTs: [0, 0, 0, 963.309393634366, 0, 944.6343021367771]",,(no adduct),387.562,2.0,5,25
"Sel Score: 0.68 RTime: 73.329 Area: 2556897.07896784 All areas: [1370731.328022488, 1633363.5437961845, 622114.4948261756, 2872401.259128971, 2552142.1929712547, 2246147.784803295] p-value: 0.02715622435000217 original RTs: [0, 0, 0, 0, 0, 4416.789144315945]",,(no adduct),779.9103,2.0,63,83
"Sel Score: 0.68 RTime: 22.149 Area: 6487370.541142727 All areas: [2435941.441074462, 3503903.590882431, 3289690.892691721, 6489915.075289985, 6185097.998112785, 6787098.55002541] p-value: 0.0025152482475191643 original RTs: [0, 1328.9599062986185, 0, 0, 0, 0]",,(no adduct),439.2441,4.0,12,32
"Sel Score: 0.68 RTime: 38.459 Area: 20765281.561657507 All areas: [13173634.733119013, 8945060.633094123, 7553347.038561612, 18561187.337573554, 23668103.452452473, 20066553.894946493] p-value: 0.008961099423226633 original RTs: [2191.4926836724967, 0, 0, 2355.4737810352176, 2420.179782895079, 0]",,(no adduct),424.7258,2.0,28,48
"Sel Score: 0.67 RTime: 23.396 Area: 7488977.256576682 All areas: [3353264.8956099628, 2178547.1287269015, 5315348.014598738, 7113924.041326815, 6032838.384567849, 9320169.34383538] p-value: 0.043888272689589496 original RTs: [0, 1403.777940105523, 0, 0, 0, 0]",,(no adduct),396.2176,4.0,13,33
"Sel Score: 0.67 RTime: 28.649 Area: 3707804.0693458854 All areas: [2574764.344680825, 1253901.8271999366, 1624481.3667231335, 3853490.1840191353, 2821814.5574791506, 4448107.466539369] p-value: 0.039233289317039614 original RTs: [0, 1656.800854342836, 1784.4705753370245, 0, 0, 0]",,(no adduct),333.3884,5.0,18,38
"Sel Score: 0.67 RTime: 30.993 Area: 10347042.543437837 All areas: [4509775.616702034, 6293654.934714914, 4829948.216834141, 10702792.29956441, 10689198.809781829, 9649136.520967267] p-value: 0.0026962375381845696 original RTs: [1782.1830229391546, 0, 0, 1967.4611630900874, 1864.2323273762047, 0]",,(no adduct),415.7393,2.0,20,40
"Sel Score: 0.66 RTime: 83.043 Area: 19643193.553458277 All areas: [5110982.1888173, 13342863.742398929, 11794599.770878242, 16514670.878679834, 21745775.851647466, 20669133.930047538] p-value: 0.0417933609020061 original RTs: [0, 0, 0, 5030.380831579706, 0, 0]",,(no adduct),730.2395,2.0,73,93
"Sel Score: 0.66 RTime: 37.491 Area: 21910910.82781927 All areas: [10084895.569877086, 16056756.407585237, 7785544.735026447, 27485456.73906444, 19146635.542882066, 19100640.2015113] p-value: 0.04724350726126956 original RTs: [2212.9270738248997, 2262.0969074438194, 2250.060059145648, 2439.3102802357594, 0, 2119.3546661178566]",,(no adduct),455.2449,2.0,27,47
"Sel Score: 0.65 RTime: 63.631 Area: 8203596.631251638 All areas: [3656165.2888738, 5544270.70921905, 4038552.5226979577, 7230859.975351947, 8117774.33163193, 9262155.586771036] p-value: 0.010008916880813146 original RTs: [0, 3817.8680025676167, 0, 0, 0, 0]",,(no adduct),588.6435,3.0,53,73
"Sel Score: 0.65 RTime: 52.683 Area: 6243310.416688646 All areas: [1998342.6985735963, 4056225.00281166, 4042996.054537451, 5750870.545477273, 7593518.253252175, 5385542.451336492] p-value: 0.040871732636704065 original RTs: [0, 0, 0, 0, 3176.1675164483754, 0]",,(no adduct),466.9797,2.0,42,62
"Sel Score: 0.63 RTime: 43.376 Area: 20334801.506926667 All areas: [11025806.837428374, 15498858.265099443, 8593199.070568688, 18425951.09296659, 21165119.121286582, 21413334.306526832] p-value: 0.033660375095060244 original RTs: [0, 0, 0, 0, 0, 2596.906378363265]",,(no adduct),425.484,2.0,33,53
"Sel Score: 0.63 RTime: 18.57 Area: 2347810.641566271 All areas: [1353191.3989631962, 1414591.0698134375, 1371616.908177922, 2349322.2926760446, 2277889.2217184794, 2416220.410304289] p-value: 0.00032063472237847115 original RTs: [0, 0, 1112.949971369051, 0, 0, 0]",,(no adduct),336.1903,5.0,8,28
"Sel Score: 0.63 RTime: 28.797 Area: 14173309.954863986 All areas: [10784496.009618292, 5505524.744519184, 8828960.053692637, 12479527.743354304, 16325562.218054611, 13714839.903183043] p-value: 0.043214963836130646 original RTs: [0, 1701.209518167513, 0, 0, 0, 1738.0341570345674]",,(no adduct),412.4855,4.0,18,38
"Sel Score: 0.62 RTime: 54.229 Area: 7375716.861104288 All areas: [5916242.92000396, 3285436.0019946853, 4217500.04520868, 7983881.403393081, 7279652.004419745, 6863617.17550004] p-value: 0.04752642382293871 original RTs: [3236.369150652188, 0, 0, 0, 0, 0]",,(no adduct),452.2361,2.0,44,64
"Sel Score: 0.62 RTime: 22.421 Area: 4219372.126647461 All areas: [2233854.4040554417, 2035098.4136525246, 3408496.3926463756, 4459905.54406719, 4280695.375568058, 3917515.460307137] p-value: 0.04700692742108193 original RTs: [0, 1345.2883815930402, 0, 0, 0, 0]",,(no adduct),444.726,4.0,12,32
"Sel Score: 0.61 RTime: 36.062 Area: 5942598.467203282 All areas: [4595522.810304278, 3413345.4959314303, 3400422.4370566458, 6269868.894801225, 6657966.588394123, 4899959.918414498] p-value: 0.03617036054148351 original RTs: [2109.6230373590665, 0, 0, 0, 2197.489837995711, 2146.719523109413]",,(no adduct),466.4926,2.0,26,46
"Sel Score: 0.61 RTime: 28.274 Area: 4542226.814315829 All areas: [2862782.7088096817, 3003087.2284071553, 2962777.6317632277, 4866184.98385503, 4107544.125548036, 4652951.333544421] p-value: 0.01676528769047124 original RTs: [0, 1696.4644212766132, 0, 0, 0, 0]",,(no adduct),399.9613,4.0,18,38
"Sel Score: 0.6 RTime: 25.41 Area: 6405394.871790904 All areas: [3716148.548254358, 4618204.006494831, 4283108.658292601, 6894954.627101581, 6463187.835896771, 5858042.152374355] p-value: 0.005591220387971133 original RTs: [0, 0, 1526.2304291100763, 0, 0, 0]",,(no adduct),403.9864,4.0,15,35
