m/z,RT (min),z,Obs Mass,Specificity,P-value,SelScore 12ca5,SelScore Intstd 12ca5,Ln(Concentration-Dependent Enrichment) 12ca5,SelScore BeadsOnly,SelScore Intstd BeadsOnly,Ln(Concentration-Dependent Enrichment) BeadsOnly,Areas_toberemoved_12ca5,yint_toberemoved_12ca5,Slope_toberemoved_12ca5,Areas_toberemoved_BeadsOnly,yint_toberemoved_BeadsOnly,Slope_toberemoved_BeadsOnly,Area of Beads Only Reference,SelScore Rank 12ca5,SelScore Intstd Rank 12ca5,Concentration-Dependent Enrichment Rank 12ca5,Total Rank 12ca5,Total Intstd Rank 12ca5
579.56260932858,21.076763045795353,4.0,2314.2213314343203,12ca5,0.011904370259380763,0.9823559637625975,95980453.69117562,16.880260502901912,0.01764403623740253,1723899.141939445,-2.0409534024398535,"((1, 31993482.145619195), (0.6, 190064.88154550004), (0.3, 188265.6005885329))",574632.459255927,21429102.861518867,"((1, 574632.5054006333), (0.6, 574632.9794581387), (0.3, 574631.892909009))",574632.459255927,0.12990480026594953,574632.459255927,8,43,18,26,61
908.9295931904459,68.2512403492363,2.0,1815.8446334408918,12ca5,0.009539336791371351,0.946744017224407,119795157.02141389,18.061161087849595,0.05325598277559294,6738684.061226723,1.3129897606553156,"((1, 39931720.73152273), (0.6, 108788686.51829432), (0.3, 917966.7421546973))",2246658.384467922,69801153.11369102,"((1, 2246657.453665585), (0.6, 2246659.256102975), (0.3, 2246658.443635206))",2246658.384467922,-0.2690145637112471,2246658.384467922,24,15,4,28,19
382.21653841037704,22.35979046207964,3.0,1143.627785821131,12ca5,0.024442236601181163,0.896886044547745,158921592.34231418,17.838950820702195,0.103113955452255,18271032.4157736,-0.7087333331038623,"((1, 52973863.50594533), (0.6, 58964137.65098691), (0.3, 14041949.922811212))",6063153.027203534,55893062.266602494,"((1, 6063154.013978976), (0.6, 6063153.104019642), (0.3, 6063151.963611984))",6063153.027203534,0.49226734146519124,6063153.027203534,32,8,7,39,15
470.02550532274046,21.689590254496036,4.0,1876.0729154109617,12ca5,0.03985779067044449,0.8953111999246963,185513365.21850133,17.353725645452574,0.10468880007530375,21692090.5315269,1.5847096518958161,"((1, 61837787.26797569), (0.6, 2312048.108448152), (0.3, 1337377.8928906703))",7230695.659282104,34405453.62719939,"((1, 7230694.3718794435), (0.6, 7230697.672353047), (0.3, 7230694.933613819))",7230695.659282104,-0.20500730795957822,7230695.659282104,33,5,10,43,15
426.20573060885397,37.934323264918504,2.0,850.3969082777079,12ca5,0.0009217563529011172,0.8623576041221653,97546450.28720717,16.989778433241867,0.1376423958778346,15569558.455481797,-2.3418269129860594,"((1, 32515484.857860517), (0.6, 18379595.714974944), (0.3, 3286590.064468263))",5189853.387987327,23909308.86292306,"((1, 5189853.357690323), (0.6, 5189853.92341411), (0.3, 5189852.882857545))",5189853.387987327,0.09615181667153994,5189853.387987327,38,40,14,52,54
789.8663778835751,71.08465891925711,2.0,1577.7182028271502,12ca5,0.007922136523431293,0.9538553046108916,39111328.73334536,16.48573816673239,0.046144695389108294,1892090.2802964738,-1.9935325864615254,"((1, 13037110.513675883), (0.6, 14519691.576865314), (0.3, 427980.30433667405))",491893.693114765,14443256.2304676,"((1, 491875.89035581547), (0.6, 491899.7493445515), (0.3, 491905.43964392814))",491893.693114765,-7.341422217518132,491893.693114765,23,354,30,53,384
440.24196775908376,24.194307669217498,4.0,1756.938765156335,12ca5,0.0003796176455989396,0.8408096343992486,83207342.58077747,16.979897180832257,0.15919036560075137,15753634.050072404,-5.4156390981230205,"((1, 27735777.766628105), (0.6, 24339262.346030246), (0.3, 6551947.860809094))",5251212.055976188,23674218.354270104,"((1, 5251212.653895999), (0.6, 5251210.682321336), (0.3, 5251212.831711228))",5251212.055976188,0.004446495157771069,5251212.055976188,41,70,16,57,86
551.0518048098347,21.820669340253428,4.0,2200.178113359339,12ca5,0.0004914850820177494,0.9891324594200538,64630393.94275226,16.32567303401948,0.010867540579946206,710090.3647248456,-1.5391661026545413,"((1, 18012043.31406286), (0.6, 428365.69640613534), (0.3, 86691.50923888234))",236853.903941166,12306929.479430677,"((1, 236875.77175662838), (0.6, 236780.35232063674), (0.3, 236905.58774623286))",236853.903941166,-4.6607021029353195,236853.903941166,5,156,53,58,209
510.77978837202414,34.208316820880675,2.0,1019.5450238040482,12ca5,0.03932266822373827,0.9663061679758301,82157035.06128305,16.37891464213082,0.03369383202416988,2864708.3405846027,-0.12126414355745531,"((1, 19735005.204384282), (0.6, 510597.38668412104), (0.3, 1979501.133421474))",954905.1975650783,12979926.960325506,"((1, 954907.1436465681), (0.6, 954904.9380746796), (0.3, 954903.5109739875))",954905.1975650783,0.8857999503381416,954905.1975650783,14,78,44,58,122
477.7709123397449,27.925589421831837,2.0,953.5272717394897,12ca5,0.04019299979616725,0.9427727100097387,59896550.75385584,16.409946537840778,0.05722728999026129,3635783.304940916,-1.2017640136475876,"((1, 19965463.63840821), (0.6, 1647823.170388622), (0.3, 2827621.362544768))",1257023.8694175957,13389033.547001764,"((1, 1257025.3390723316), (0.6, 1257021.8934294626), (0.3, 1257024.3757509924))",1257023.8694175957,0.3006633695560489,1257023.8694175957,25,195,40,65,235
372.80409784795296,12.12557352901827,5.0,1858.984106889765,12ca5,0.010555368094837833,0.9836887490629896,48872902.96466062,16.224800442471846,0.016311250937010347,810396.7693399834,-2.3772190949949183,"((1, 16290967.692902127), (0.6, 349912.92527281976), (0.3, 728990.1247155255))",308857.39065694547,11126057.553327689,"((1, 308857.4823837338), (0.6, 308857.6252012671), (0.3, 308857.0643858355))",308857.39065694547,0.09280831007335577,308857.39065694547,6,280,67,73,347
396.22730701462064,43.58739712754386,2.0,790.4400610892412,12ca5,0.01455318241355459,0.8158985840015207,159458404.2570486,16.9869183109019,0.1841014159984793,35980596.84403849,0.3287133888581259,"((1, 53152800.22414037), (0.6, 2570681.5168621675), (0.3, 5970585.71569375))",11535211.177724568,23841023.014001966,"((1, 11535210.081005732), (0.6, 11535210.257463636), (0.3, 11535213.194704333))",11535211.177724568,-0.7198493040145495,11535211.177724568,62,7,15,77,22
442.2370988368064,48.72956866600319,4.0,1764.9192894672256,12ca5,0.017008173574913795,0.8289697112930239,115657061.14452294,16.480456937958063,0.17103028870697606,23861982.276401903,0.6321708205058695,"((1, 31320995.655633017), (0.6, 22471703.94159757), (0.3, 7689844.145633611))",13830821.87798368,14367179.157107193,"((1, 13830820.606029173), (0.6, 13830822.277265882), (0.3, 13830822.750655985))",13830821.87798368,-0.5314368938056688,13830821.87798368,50,18,32,82,50
438.7076406080749,28.735622254807595,4.0,1750.8014565522994,12ca5,0.010450404604018174,0.8352976869452281,44277446.98573065,16.379505427272452,0.1647023130547719,8730537.685767666,-1.0102698553779552,"((1, 14759145.79139099), (0.6, 10537249.086457653), (0.3, 6992351.3805668475))",2287991.6720519196,12987597.573932335,"((1, 2287993.0326734358), (0.6, 2287990.2571851034), (0.3, 2287991.7262972207))",2287991.6720519196,0.3641207063815034,2287991.6720519196,44,314,43,87,357
527.9510870734259,39.79428340537314,3.0,1580.8314318102778,12ca5,0.018553329038785312,0.8245869902315152,79769390.03658698,16.477642828496116,0.1754130097684849,16969208.779034078,-1.1622368950471682,"((1, 26589800.48464663), (0.6, 3646942.3428388448), (0.3, 9143569.674254183))",5656404.903987151,14326805.177343056,"((1, 5656405.615217629), (0.6, 5656404.756247054), (0.3, 5656404.340496768))",5656404.903987151,0.31278572890808054,5656404.903987151,54,85,34,88,119
465.24553523458695,56.34956395023302,2.0,928.4765175291739,12ca5,0.013141978757861177,0.8177992071727369,64364354.66522999,16.551965950954784,0.18220079282726315,14339994.88745287,-0.26566890459876236,"((1, 21454785.534734562), (0.6, 15257412.637459487), (0.3, 3102553.102754989))",4822804.14837132,15432186.996650385,"((1, 4822806.239824195), (0.6, 4822802.973997087), (0.3, 4822803.231292676))",4822804.14837132,0.7666929339862247,4822804.14837132,61,157,28,89,185
941.0307099020639,65.71969535713681,2.0,1880.0468668641279,12ca5,0.0021805587821769534,0.8902857391454446,61593703.52256982,16.283994200124518,0.10971426085455535,7590492.982354032,-0.014672263483470937,"((1, 20531235.784166392), (0.6, 2063159.0541286375), (0.3, 515860.0867473721))",2530166.192848044,11804533.376729246,"((1, 2530163.3627518634), (0.6, 2530167.8916338123), (0.3, 2530167.3241584566))",2530166.192848044,-1.014780429507352,2530166.192848044,34,183,57,91,240
546.9703754003999,41.50100591588443,3.0,1637.8892967911997,12ca5,0.007850238421927938,0.826480818931158,72842855.9040156,16.409358985458162,0.17351918106884198,15293316.44928746,0.4821584595849869,"((1, 24280949.62367338), (0.6, 2509329.382792739), (0.3, 9233135.247379458))",4817785.578350254,13381169.099054113,"((1, 4817784.705281059), (0.6, 4817784.631173879), (0.3, 4817787.398595824))",4817785.578350254,-0.6174492132662839,4817785.578350254,53,108,41,94,149
477.76941574278374,26.694784049086497,4.0,1907.0485570911349,12ca5,1.0989116727021517e-06,0.9330920600819623,47286457.48831766,16.208807615563163,0.0669079399180376,3390704.5102144447,-0.8224412081370776,"((1, 15762152.515784556), (0.6, 2229729.2586088926), (0.3, 3080948.029740296))",1130235.6199170442,10949535.744475335,"((1, 1130236.354474229), (0.6, 1130236.029512872), (0.3, 1130234.4757640313))",1130235.6199170442,0.43935778047551577,1130235.6199170442,28,291,69,97,360
550.9495833504535,34.9434709061965,3.0,1649.8269206413606,12ca5,0.027389502230693336,0.8197016296846695,71833841.28213975,16.436676219010085,0.18029837031533041,15800291.286040526,1.0514441160710886,"((1, 24102393.66593394), (0.6, 7730904.064994145), (0.3, 4764746.3410395635))",5384384.763526425,13751744.118438892,"((1, 5384383.450498206), (0.6, 5384401.659201622), (0.3, 5384369.180879445))",5384384.763526425,2.8617808791778128,5384384.763526425,59,112,38,97,150
420.733352045084,32.39691977448859,2.0,839.452151150168,12ca5,0.014377454285815893,0.8281149822626821,59470055.30619996,16.375600379492624,0.17188501773731785,12343710.390573492,-1.9881754493244312,"((1, 19823352.289875973), (0.6, 6510904.258380689), (0.3, 8154849.717242055))",3904068.3072907347,12936979.282608867,"((1, 3904068.3533550636), (0.6, 3904068.86170842), (0.3, 3904067.7068087202))",3904068.3072907347,0.1369450608433318,3904068.3072907347,52,201,46,98,247
542.9570253985985,41.41160056675677,3.0,1625.8492467857955,12ca5,0.035605651164335825,0.7989330555692696,101321123.32579419,16.601270719502324,0.20106694443073037,25499418.920513425,-4.321085459282673,"((1, 33773707.807192065), (0.6, 4129821.6537459004), (0.3, 7421809.132022188))",7879234.129476022,16212137.036918659,"((1, 7879234.12606668), (0.6, 7879234.2016441785), (0.3, 7879234.06071721))",7879234.129476022,0.013285454892666748,7879234.129476022,72,29,26,98,55
449.2236238649594,49.819784662919375,2.0,896.4326947899187,12ca5,0.029702956901933867,0.7906366474398964,82479043.1275583,16.617145790397345,0.20936335256010352,21840739.410511173,1.2276925494418491,"((1, 27493014.966197863), (0.6, 13437642.512622392), (0.3, 7202098.86873427))",7280246.72970875,16471559.589206997,"((1, 7280246.246978081), (0.6, 7280246.440069235), (0.3, 7280247.5020789355))",7280246.72970875,-0.29296780708200654,7280246.72970875,82,74,25,107,99
532.9390176758134,39.20789798308181,3.0,1595.7952236174401,12ca5,0.013627644600174849,0.7782863407737904,72812398.26035035,16.67607306497402,0.22171365922620964,20742370.011643954,0.2385057454655596,"((1, 32900273.388941627), (0.6, 3561587.698130792), (0.3, 10997187.63201213))",6843643.135060403,17471351.9309377,"((1, 6843641.698426182), (0.6, 6843642.679486853), (0.3, 6843645.027268168))",6843643.135060403,-0.7878041619424581,6843643.135060403,94,109,21,115,130
434.99161115649576,38.355865309404074,2.0,867.9686693729915,12ca5,0.022241941399829268,0.7757299273886409,124987587.29710269,16.668695978401,0.22427007261135903,36134966.937528335,1.3639468563008794,"((1, 41662523.38118326), (0.6, 5002829.837471507), (0.3, 11228420.493460732))",12044993.015974116,17342938.49607801,"((1, 12044992.93877911), (0.6, 12044991.960455254), (0.3, 12044994.148687981))",12044993.015974116,-0.2556497702104428,12044993.015974116,97,13,23,120,36
438.49288147823796,39.17179587014439,2.0,874.9712100164759,12ca5,0.005659344149639585,0.7760322006933957,98116028.93394431,16.565371985750005,0.2239677993066043,28316906.253894873,-2.9034277030803355,"((1, 32705340.011565834), (0.6, 6731865.434615162), (0.3, 12894183.379063496))",9438968.992766537,15640464.400231002,"((1, 9438968.385233758), (0.6, 9438970.6753786), (0.3, 9438967.91768725))",9438968.992766537,0.054834939664514026,9438968.992766537,96,39,27,123,66
415.46909222056723,43.186560292591466,2.0,828.9236315011344,12ca5,0.014425101538023524,0.7978962373123123,94352152.31541161,16.325731569927974,0.20210376268768768,23899003.5406854,0.6009959007723037,"((1, 31450717.245961647), (0.6, 4934653.814112746), (0.3, 8544355.89172396))",10067749.396106489,12307649.897813508,"((1, 10067748.11848572), (0.6, 10067749.727272457), (0.3, 10067750.342561282))",10067749.396106489,-0.5482653462321905,10067749.396106489,73,47,52,125,99
453.24508491691455,48.957156555870114,4.0,1808.951233787658,12ca5,0.002713448963260712,0.882821513938351,85190126.29068854,16.118723824354493,0.11717848606164902,11307438.55755271,0.7215399613226784,"((1, 28014748.591272775), (0.6, 4566756.969712508), (0.3, 4213925.821473457))",9215720.640559124,10006283.707384026,"((1, 9215719.707773691), (0.6, 9215720.46804274), (0.3, 9215721.745860938))",9215720.640559124,-0.4860032531777449,9215720.640559124,36,63,90,126,153
429.994892854053,37.45219086965927,2.0,857.9752327681059,12ca5,0.026350123967222423,0.8061683581154022,76458985.37685415,16.270093265195058,0.19383164188459776,18383468.568614542,-1.7467681397005923,"((1, 25465334.972672258), (0.6, 4782934.227146144), (0.3, 11446449.81826783))",7836182.845455794,11641574.59024702,"((1, 7836183.127674854), (0.6, 7836183.029570892), (0.3, 7836182.379121636))",7836182.845455794,0.17433646506536715,7836182.845455794,69,95,59,128,154
398.47123215497453,24.77432117834784,4.0,1589.855822739898,12ca5,0.04494354698984104,0.8342160424456613,53310776.18653556,16.13558209511659,0.16578395755433872,10594463.552375466,-0.7702529677506937,"((1, 17770254.279202197), (0.6, 2942172.1602563676), (0.3, 6433502.975566407))",3531486.9379375903,10176402.270874022,"((1, 3531487.0226247082), (0.6, 3531488.9776647766), (0.3, 3531484.8135232874))",3531486.9379375903,0.46289595575027065,3531486.9379375903,47,249,83,130,332
438.70721926011464,29.285163655780313,2.0,875.3998855802292,12ca5,0.0070752765916050255,0.8064003194865788,42078930.33466073,16.234932447376373,0.19359968051342125,10102262.20436463,2.2678962643034097,"((1, 14026307.570762174), (0.6, 10494978.697156489), (0.3, 4574532.020999783))",2841359.2749916213,11239359.843429502,"((1, 2841358.663675035), (0.6, 2841360.2010031887), (0.3, 2841358.9602966397))",2841359.2749916213,-0.10352975037919099,2841359.2749916213,68,331,64,132,395
425.97841157244625,42.86006680522144,4.0,1699.884540409785,12ca5,0.046800376424114866,0.7768395682876428,94079396.72531542,16.413637801024066,0.2231604317123572,27025913.258689344,1.1045616562749532,"((1, 30875218.95173582), (0.6, 5870146.136470757), (0.3, 14482415.34573213))",10134809.307092648,13438547.32155968,"((1, 10134808.450268166), (0.6, 10134809.704795288), (0.3, 10134809.766214486))",10134809.307092648,-0.331356098278823,10134809.307092648,95,48,39,134,87
511.6137919531671,37.888112719702725,3.0,1531.8195464495013,12ca5,0.0012027785388453208,0.8342686139949577,64342944.21356409,16.121133534360457,0.16573138600504228,12782028.647938017,0.2188994643066153,"((1, 21766816.623692364), (0.6, 1572679.1242380636), (0.3, 4923593.0501379715))",5075466.180552452,10030425.024461072,"((1, 5075464.7309012925), (0.6, 5075465.67995986), (0.3, 5075468.130796206))",5075466.180552452,-0.8034024847194654,5075466.180552452,46,159,88,134,247
510.7796643991927,32.971399120597574,4.0,2039.0895517167708,12ca5,0.026340865876665457,0.9582088763332636,65683755.32768879,15.947039155244399,0.041791123666736554,2864717.714053405,1.0050113062765191,"((1, 13554165.870776305), (0.6, 518709.7600266501), (0.3, 563852.6379529075))",954907.964818484,8427739.590101378,"((1, 954907.4314580368), (0.6, 954907.4401304884), (0.3, 954909.0228669271))",954907.964818484,-0.3660404962255519,954907.964818484,17,146,118,135,264
407.2289100606394,42.75721799035885,4.0,1624.8865343625575,12ca5,0.0007378485673442426,0.7664207623869873,101684203.26286441,17.060783229488543,0.23357923761301258,30989920.73421123,-3.3581593141791473,"((1, 45046468.360027395), (0.6, 14466430.621186445), (0.3, 7721747.96090132))",9906960.145657018,25668708.231883455,"((1, 9906892.793132974), (0.6, 9906978.40967906), (0.3, 9907009.234159024))",9906960.145657018,-28.73624776456584,9906960.145657018,122,28,13,135,41
409.9772863677737,35.85791782076204,2.0,817.9400197955473,12ca5,0.011532321344484224,0.7845426009432459,70743784.71980454,16.372984443065945,0.21545739905675415,19428227.143859923,1.3327185698006754,"((1, 23581260.63430038), (0.6, 9156919.802353574), (0.3, 15131425.748520104))",7844856.5845500035,12903181.193352431,"((1, 7844856.15801214), (0.6, 7844856.304968696), (0.3, 7844857.290669176))",7844856.5845500035,-0.26375923784494915,7844856.5845500035,92,117,47,139,164
755.9178985165395,68.94901408993479,2.0,1509.821244093079,12ca5,0.02424760102568752,0.772519556804456,42944090.45637176,16.44892727480348,0.22748044319554392,12645557.829052784,0.7924006526738313,"((1, 14314699.897874743), (0.6, 22685338.72078702), (0.3, 895882.2506960687))",4215184.16240254,13921253.718561761,"((1, 4215185.26106559), (0.6, 4215179.4105320815), (0.3, 4215187.81560995))",4215184.16240254,-0.45275657829919025,4215184.16240254,103,325,37,140,362
448.2451230578878,48.71111013570949,2.0,894.4756931757755,12ca5,0.020141465032006752,0.8113219759411942,59786066.393114984,16.141477602169818,0.18867802405880582,13903625.450568499,2.472947030133031,"((1, 19928687.26425209), (0.6, 4073185.880020682), (0.3, 6590389.741382405))",5003517.142335115,10236574.520916918,"((1, 5003558.20225321), (0.6, 5003478.646333073), (0.3, 5003514.578419063))",5003517.142335115,11.857339348130196,5003517.142335115,63,197,80,143,277
425.9766404921718,42.48118164453328,2.0,849.9387280443435,12ca5,0.021974993841299403,0.7686912332909831,73067930.08019936,16.483897015033687,0.23130876670901693,21987050.27566476,2.3460433209169116,"((1, 24355978.91422848), (0.6, 7929093.656546615), (0.3, 19052987.40044631))",7329017.435688909,14416688.469867866,"((1, 7329017.147963889), (0.6, 7329017.64426889), (0.3, 7329017.514833945))",7329017.435688909,-0.09574725488727938,7329017.435688909,114,107,31,145,138
399.03068562950466,20.835491839636948,5.0,1990.1170457975234,12ca5,0.009574335609982238,0.9394294835058784,38231843.4619731,15.926825617595544,0.06057051649412169,2465030.6868930943,-1.443308519166241,"((1, 12743950.558731323), (0.6, 1079014.9889846724), (0.3, 485042.62297511933))",821675.8298503584,8259095.349075807,"((1, 821676.5180226302), (0.6, 821675.36548339), (0.3, 821675.6060450553))",821675.8298503584,0.23614517396364465,821675.8298503584,27,364,124,151,488
577.9581248108051,43.46071122555631,3.0,1730.8525450224151,12ca5,0.005937921471205007,0.7896409565820837,63434712.323216066,16.16797568674814,0.21035904341791636,16898902.33348771,-1.7781860104985803,"((1, 21144908.215677034), (0.6, 5345891.550775607), (0.3, 9575464.333181938))",6307094.827003013,10511449.890335958,"((1, 6307094.946791407), (0.6, 6307095.364061028), (0.3, 6307094.170156606))",6307094.827003013,0.16894433272191844,6307094.827003013,83,167,75,158,242
433.23191313607765,41.33842518127114,2.0,864.4492733321553,12ca5,0.006648257460792895,0.7572577132270185,141673092.34999597,16.652961099718805,0.24274228677298146,45413932.153541505,1.1787695509989071,"((1, 47224363.53608837), (0.6, 4881045.481624648), (0.3, 21406651.16847084))",16747535.612007618,17072185.184319682,"((1, 16747534.400543759), (0.6, 16747536.951747477), (0.3, 16747535.483731618))",16747535.612007618,-0.3076570621242687,16747535.612007618,140,11,24,164,35
410.2403784323228,40.497477300605624,4.0,1636.9324078492912,12ca5,0.004475534577265247,0.7599585332959305,78544139.17441548,16.48032135367949,0.24004146670406953,24809051.47109323,-0.7009838795225896,"((1, 28290819.753083963), (0.6, 2535881.1425778284), (0.3, 5805269.793768868))",5644391.5329447705,14365231.325536652,"((1, 5644392.742126889), (0.6, 5644391.109321804), (0.3, 5644390.74738562))",5644391.5329447705,0.4960969639529673,5644391.5329447705,132,88,33,165,121
384.9388292272175,25.115786826093878,2.0,767.863105514435,12ca5,0.03194775817403716,0.9111501144596301,25349336.877263285,15.882692265993333,0.08884988554036985,2471915.0492615234,-0.45405644262402783,"((1, 8449777.225245697), (0.6, 6401697.73334904), (0.3, 2528600.399067966))",837222.0259924022,7902520.095462101,"((1, 837223.5290340614), (0.6, 837221.5882884735), (0.3, 837220.9606546713))",837222.0259924022,0.6350468885215836,837222.0259924022,31,465,136,167,601
393.2203136533882,38.77581274118583,4.0,1568.8521487335527,12ca5,0.02063275633769829,0.7941689123482735,70593718.51242784,16.049153523458386,0.20583108765172656,18296336.757665373,0.9193360736289061,"((1, 27279840.764432948), (0.6, 4372631.544267094), (0.3, 12996352.92023749))",10667529.194020644,9333806.955895482,"((1, 10667528.200229293), (0.6, 10667529.585412493), (0.3, 10667529.796420144))",10667529.194020644,-0.39878371623795794,10667529.194020644,77,120,97,174,217
