Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
EScore: 0.78 p value: 6.565e-03 RTime: 22.19,,(no adduct),408.9756,4,12,32
EScore: 0.66 p value: 4.371e-02 RTime: 51.035,,(no adduct),527.301,3,41,61
EScore: 0.72 p value: 2.425e-03 RTime: 45.575,,(no adduct),534.626,3,35,55
EScore: 0.66 p value: 3.313e-02 RTime: 39.366,,(no adduct),432.7351,2,29,49
EScore: 0.65 p value: 3.096e-02 RTime: 38.454,,(no adduct),405.2369,4,28,48
EScore: 0.66 p value: 2.984e-02 RTime: 27.121,,(no adduct),396.9853,4,17,37
EScore: 0.61 p value: 3.005e-02 RTime: 42.177,,(no adduct),422.9866,4,32,52
EScore: 0.68 p value: 1.555e-02 RTime: 46.078,,(no adduct),545.2947,3,36,56
EScore: 0.73 p value: 8.119e-03 RTime: 56.276,,(no adduct),552.9469,3,46,66
EScore: 0.65 p value: 4.152e-02 RTime: 27.878,,(no adduct),425.4691,2,17,37
EScore: 0.71 p value: 2.305e-02 RTime: 38.425,,(no adduct),384.2103,2,28,48
EScore: 0.66 p value: 6.280e-04 RTime: 50.128,,(no adduct),570.6283,3,40,60
EScore: 0.97 p value: 9.696e-03 RTime: 34.208,,(no adduct),510.7798,2,24,44
EScore: 0.67 p value: 4.708e-02 RTime: 27.25,,(no adduct),413.9727,2,17,37
EScore: 0.77 p value: 2.762e-02 RTime: 38.057,,(no adduct),377.9679,4,28,48
EScore: 0.7 p value: 1.800e-02 RTime: 42.324,,(no adduct),408.9704,4,32,52
EScore: 0.56 p value: 3.317e-02 RTime: 35.192,,(no adduct),385.7266,2,25,45
EScore: 0.74 p value: 1.621e-02 RTime: 27.759,,(no adduct),387.9725,4,17,37
EScore: 0.68 p value: 1.986e-02 RTime: 22.556,,(no adduct),409.459,4,12,32
EScore: 0.69 p value: 4.644e-02 RTime: 59.002,,(no adduct),553.2844,3,49,69
EScore: 0.76 p value: 2.745e-02 RTime: 37.245,,(no adduct),529.6267,3,27,47
EScore: 0.8 p value: 3.819e-02 RTime: 38.129,,(no adduct),442.7272,2,28,48
EScore: 0.74 p value: 2.779e-02 RTime: 37.171,,(no adduct),389.4625,2,27,47
EScore: 0.68 p value: 9.418e-03 RTime: 79.435,,(no adduct),977.3989,2,69,89
EScore: 0.67 p value: 2.623e-02 RTime: 39.766,,(no adduct),430.7519,4,29,49
EScore: 0.97 p value: 6.919e-03 RTime: 67.535,,(no adduct),908.4286,2,57,77
EScore: 0.63 p value: 2.686e-02 RTime: 58.696,,(no adduct),568.6174,3,48,68
EScore: 0.66 p value: 2.042e-02 RTime: 28.274,,(no adduct),399.9613,4,18,38
EScore: 0.94 p value: 8.557e-03 RTime: 20.835,,(no adduct),399.0307,5,10,30
EScore: 0.62 p value: 1.719e-02 RTime: 25.261,,(no adduct),396.9499,4,15,35
EScore: 0.79 p value: 9.355e-04 RTime: 45.394,,(no adduct),522.9436,3,35,55
EScore: 0.64 p value: 3.562e-02 RTime: 33.34,,(no adduct),393.2386,2,23,43
EScore: 0.7 p value: 3.252e-02 RTime: 47.097,,(no adduct),407.4672,4,37,57
EScore: 0.61 p value: 1.069e-02 RTime: 54.608,,(no adduct),519.9575,3,44,64
EScore: 0.53 p value: 3.914e-02 RTime: 48.26,,(no adduct),504.2723,3,38,58
EScore: 0.68 p value: 3.951e-03 RTime: 47.704,,(no adduct),537.6218,3,37,57
EScore: 0.63 p value: 3.417e-02 RTime: 29.326,,(no adduct),449.2383,4,19,39
EScore: 0.66 p value: 3.314e-02 RTime: 36.558,,(no adduct),389.2119,4,26,46
EScore: 0.69 p value: 4.478e-02 RTime: 21.536,,(no adduct),437.9825,2,11,31
EScore: 0.57 p value: 3.464e-02 RTime: 43.074,,(no adduct),399.2299,2,33,53
EScore: 0.68 p value: 3.091e-02 RTime: 24.595,,(no adduct),443.2235,4,14,34
EScore: 0.63 p value: 4.512e-02 RTime: 38.23,,(no adduct),411.9696,2,28,48
EScore: 0.69 p value: 3.471e-02 RTime: 35.191,,(no adduct),520.9517,3,25,45
EScore: 0.65 p value: 2.078e-02 RTime: 39.701,,(no adduct),411.4819,4,29,49
EScore: 0.7 p value: 1.925e-02 RTime: 54.457,,(no adduct),541.307,3,44,64
EScore: 0.69 p value: 1.898e-02 RTime: 49.209,,(no adduct),439.9836,4,39,59
EScore: 0.7 p value: 2.479e-02 RTime: 35.135,,(no adduct),389.2121,2,25,45
EScore: 0.61 p value: 4.430e-02 RTime: 48.088,,(no adduct),512.2807,3,38,58
EScore: 0.71 p value: 1.598e-02 RTime: 53.67,,(no adduct),522.9399,3,43,63
EScore: 0.68 p value: 2.453e-02 RTime: 33.399,,(no adduct),374.7166,4,23,43
EScore: 0.79 p value: 1.313e-02 RTime: 26.999,,(no adduct),442.9727,4,16,36
EScore: 0.99 p value: 1.035e-04 RTime: 21.327,,(no adduct),551.0519,4,11,31
EScore: 0.67 p value: 3.641e-02 RTime: 30.293,,(no adduct),424.7417,4,20,40
EScore: 0.65 p value: 3.439e-02 RTime: 47.962,,(no adduct),409.7217,4,37,57
EScore: 0.68 p value: 3.349e-02 RTime: 58.672,,(no adduct),588.2939,3,48,68
EScore: 0.98 p value: 1.073e-02 RTime: 12.126,,(no adduct),372.8041,5,3,22
EScore: 0.64 p value: 4.325e-02 RTime: 48.75,,(no adduct),571.3099,3,38,58
EScore: 0.74 p value: 1.999e-02 RTime: 49.272,,(no adduct),497.9317,3,39,59
EScore: 0.71 p value: 1.530e-02 RTime: 42.988,,(no adduct),534.2658,3,32,52
EScore: 0.77 p value: 1.718e-02 RTime: 51.054,,(no adduct),439.4943,2,41,61
EScore: 0.68 p value: 7.075e-03 RTime: 56.935,,(no adduct),517.273,3,46,66
EScore: 0.74 p value: 9.349e-03 RTime: 28.312,,(no adduct),443.4893,2,18,38
EScore: 0.67 p value: 4.031e-02 RTime: 86.112,,(no adduct),382.2558,2,76,96
EScore: 0.7 p value: 4.861e-02 RTime: 19.205,,(no adduct),418.99,2,9,29
EScore: 0.63 p value: 1.363e-02 RTime: 33.933,,(no adduct),423.2324,4,23,43
EScore: 0.75 p value: 4.893e-02 RTime: 28.071,,(no adduct),406.4653,2,18,38
EScore: 0.62 p value: 4.675e-02 RTime: 42.078,,(no adduct),388.7205,2,32,52
EScore: 0.69 p value: 3.451e-02 RTime: 39.733,,(no adduct),419.4852,4,29,49
EScore: 0.71 p value: 4.616e-02 RTime: 40.652,,(no adduct),459.475,2,30,50
EScore: 0.69 p value: 1.369e-03 RTime: 37.934,,(no adduct),426.2057,2,27,47
EScore: 0.57 p value: 3.034e-02 RTime: 48.337,,(no adduct),543.3018,3,38,58
EScore: 0.69 p value: 2.332e-02 RTime: 58.982,,(no adduct),554.9568,3,48,68
EScore: 0.73 p value: 4.918e-02 RTime: 33.071,,(no adduct),458.7328,4,23,43
EScore: 0.67 p value: 4.744e-02 RTime: 51.009,,(no adduct),538.2872,3,41,61
EScore: 0.66 p value: 4.917e-02 RTime: 30.912,,(no adduct),384.2209,2,20,40
EScore: 0.59 p value: 4.305e-02 RTime: 42.071,,(no adduct),398.9603,2,32,52
EScore: 0.6 p value: 4.885e-02 RTime: 67.557,,(no adduct),542.6479,3,57,77
EScore: 0.66 p value: 3.118e-02 RTime: 38.462,,(no adduct),458.7404,4,28,48
EScore: 0.65 p value: 3.448e-02 RTime: 26.026,,(no adduct),456.4905,2,16,36
EScore: 0.8 p value: 7.500e-03 RTime: 29.285,,(no adduct),438.7072,2,19,39
EScore: 0.68 p value: 3.917e-02 RTime: 52.884,,(no adduct),433.7324,2,42,62
EScore: 0.6 p value: 2.205e-02 RTime: 64.855,,(no adduct),547.972,3,54,74
EScore: 0.71 p value: 3.439e-02 RTime: 28.487,,(no adduct),387.2209,4,18,38
EScore: 0.65 p value: 4.609e-02 RTime: 28.47,,(no adduct),451.4865,4,18,38
EScore: 0.65 p value: 3.965e-02 RTime: 25.25,,(no adduct),393.2323,2,15,35
EScore: 0.66 p value: 3.271e-02 RTime: 47.001,,(no adduct),424.7181,2,37,57
EScore: 0.61 p value: 4.934e-02 RTime: 38.309,,(no adduct),402.4809,4,28,48
EScore: 0.7 p value: 2.428e-02 RTime: 51.078,,(no adduct),566.9511,3,41,61
EScore: 0.85 p value: 2.411e-02 RTime: 55.651,,(no adduct),603.3055,3,45,65
EScore: 0.64 p value: 9.819e-04 RTime: 25.496,,(no adduct),391.9749,2,15,35
EScore: 0.66 p value: 4.203e-02 RTime: 49.565,,(no adduct),414.7388,4,39,59
EScore: 0.71 p value: 5.098e-03 RTime: 42.754,,(no adduct),529.2779,3,32,52
EScore: 0.73 p value: 1.930e-02 RTime: 21.582,,(no adduct),419.7408,2,11,31
EScore: 0.67 p value: 3.549e-02 RTime: 86.638,,(no adduct),382.2559,2,76,96
EScore: 0.7 p value: 2.362e-02 RTime: 48.409,,(no adduct),534.2899,3,38,58
EScore: 0.72 p value: 6.528e-03 RTime: 27.062,,(no adduct),453.4911,2,17,37
EScore: 0.64 p value: 3.723e-02 RTime: 39.312,,(no adduct),399.9802,2,29,49
EScore: 0.75 p value: 9.078e-03 RTime: 29.373,,(no adduct),458.2487,2,19,39
EScore: 0.73 p value: 4.698e-02 RTime: 20.334,,(no adduct),370.0061,5,10,30
EScore: 0.72 p value: 2.671e-02 RTime: 27.564,,(no adduct),461.4883,2,17,37
EScore: 0.75 p value: 3.510e-02 RTime: 19.984,,(no adduct),410.4557,2,9,29
EScore: 0.82 p value: 4.714e-02 RTime: 25.342,,(no adduct),408.4748,4,15,35
EScore: 0.74 p value: 2.519e-02 RTime: 39.743,,(no adduct),404.233,4,29,49
EScore: 0.68 p value: 3.417e-02 RTime: 52.339,,(no adduct),566.2928,3,42,62
EScore: 0.73 p value: 3.204e-02 RTime: 30.048,,(no adduct),431.9772,4,20,40
EScore: 0.7 p value: 3.168e-02 RTime: 53.945,,(no adduct),564.9565,3,43,63
EScore: 0.67 p value: 1.005e-02 RTime: 40.141,,(no adduct),411.2248,4,30,50
EScore: 0.67 p value: 1.165e-02 RTime: 26.249,,(no adduct),392.7307,4,16,36
EScore: 0.7 p value: 2.015e-02 RTime: 42.585,,(no adduct),535.2834,3,32,52
EScore: 0.77 p value: 4.605e-02 RTime: 25.62,,(no adduct),445.2385,4,15,35
EScore: 0.74 p value: 4.317e-02 RTime: 40.287,,(no adduct),401.9678,4,30,50
EScore: 0.64 p value: 4.684e-02 RTime: 45.644,,(no adduct),415.7322,2,35,55
EScore: 0.68 p value: 2.448e-02 RTime: 32.802,,(no adduct),459.2426,4,22,42
EScore: 0.69 p value: 9.510e-03 RTime: 44.91,,(no adduct),550.6201,3,34,54
EScore: 0.74 p value: 3.766e-02 RTime: 32.967,,(no adduct),457.2327,4,22,42
EScore: 0.8 p value: 1.315e-02 RTime: 36.609,,(no adduct),465.4854,4,26,46
EScore: 0.67 p value: 3.325e-03 RTime: 38.027,,(no adduct),431.9694,4,28,48
EScore: 0.72 p value: 1.476e-02 RTime: 28.034,,(no adduct),344.3935,5,18,38
EScore: 0.79 p value: 3.787e-03 RTime: 26.694,,(no adduct),435.9777,2,16,36
EScore: 0.6 p value: 3.769e-02 RTime: 27.583,,(no adduct),423.2293,4,17,37
EScore: 1.0 p value: 2.557e-02 RTime: 11.97,,(no adduct),384.7282,4,3,21
EScore: 0.82 p value: 2.647e-02 RTime: 39.921,,(no adduct),426.9909,4,29,49
EScore: 0.68 p value: 4.177e-02 RTime: 41.97,,(no adduct),504.2698,3,31,51
EScore: 0.7 p value: 2.695e-03 RTime: 29.213,,(no adduct),445.4743,4,19,39
EScore: 0.65 p value: 4.106e-02 RTime: 26.738,,(no adduct),438.4789,4,16,36
EScore: 0.63 p value: 2.233e-02 RTime: 57.958,,(no adduct),573.9582,3,47,67
EScore: 0.71 p value: 2.907e-02 RTime: 42.18,,(no adduct),406.4708,2,32,52
EScore: 0.62 p value: 5.388e-03 RTime: 29.184,,(no adduct),405.4938,2,19,39
EScore: 0.95 p value: 8.920e-03 RTime: 13.758,,(no adduct),498.2649,4,3,23
EScore: 0.74 p value: 3.692e-02 RTime: 27.2,,(no adduct),424.4724,2,17,37
EScore: 0.63 p value: 4.420e-02 RTime: 52.293,,(no adduct),528.9576,3,42,62
EScore: 0.7 p value: 4.983e-02 RTime: 37.703,,(no adduct),412.4568,4,27,47
EScore: 0.69 p value: 1.459e-02 RTime: 21.794,,(no adduct),417.9809,2,11,31
EScore: 0.95 p value: 4.596e-02 RTime: 33.078,,(no adduct),510.278,4,23,43
EScore: 0.67 p value: 2.855e-02 RTime: 47.215,,(no adduct),564.6183,3,37,57
EScore: 0.66 p value: 4.872e-02 RTime: 27.607,,(no adduct),395.7176,4,17,37
EScore: 0.71 p value: 3.454e-02 RTime: 38.109,,(no adduct),389.729,2,28,48
EScore: 0.7 p value: 1.101e-02 RTime: 37.997,,(no adduct),411.9861,4,27,47
EScore: 0.64 p value: 1.902e-02 RTime: 43.199,,(no adduct),416.2329,4,33,53
EScore: 0.67 p value: 1.269e-02 RTime: 38.166,,(no adduct),423.2244,4,28,48
EScore: 0.63 p value: 3.563e-03 RTime: 31.52,,(no adduct),434.218,2,21,41
EScore: 0.76 p value: 2.084e-02 RTime: 25.234,,(no adduct),419.4727,4,15,35
EScore: 0.82 p value: 3.766e-03 RTime: 23.532,,(no adduct),409.9519,4,13,33
EScore: 0.71 p value: 3.509e-03 RTime: 44.622,,(no adduct),468.4846,2,34,54
EScore: 0.75 p value: 2.117e-02 RTime: 44.419,,(no adduct),564.6188,3,34,54
EScore: 0.62 p value: 6.409e-03 RTime: 52.444,,(no adduct),563.3167,3,42,62
EScore: 0.68 p value: 1.647e-02 RTime: 48.939,,(no adduct),506.2866,3,38,58
EScore: 0.76 p value: 1.628e-03 RTime: 31.095,,(no adduct),417.9811,2,21,41
EScore: 0.67 p value: 1.731e-02 RTime: 80.959,,(no adduct),782.1223,2,70,90
EScore: 0.7 p value: 1.043e-02 RTime: 45.78,,(no adduct),529.9667,3,35,55
EScore: 0.73 p value: 3.590e-02 RTime: 39.06,,(no adduct),423.9827,2,29,49
EScore: 0.73 p value: 3.200e-02 RTime: 43.599,,(no adduct),396.2273,2,33,53
EScore: 0.69 p value: 2.982e-02 RTime: 40.6,,(no adduct),453.9764,4,30,50
EScore: 0.7 p value: 9.818e-03 RTime: 56.096,,(no adduct),568.6366,3,46,66
EScore: 0.67 p value: 7.441e-03 RTime: 62.586,,(no adduct),520.6346,3,52,72
EScore: 0.78 p value: 2.733e-05 RTime: 27.647,,(no adduct),411.9713,2,17,37
EScore: 0.61 p value: 2.597e-02 RTime: 38.696,,(no adduct),428.9707,4,28,48
EScore: 0.72 p value: 2.384e-02 RTime: 58.25,,(no adduct),529.313,3,48,68
EScore: 0.66 p value: 3.395e-02 RTime: 39.38,,(no adduct),398.7078,4,29,49
EScore: 0.69 p value: 4.319e-02 RTime: 58.908,,(no adduct),573.6315,3,48,68
EScore: 0.71 p value: 1.079e-02 RTime: 27.345,,(no adduct),436.9908,4,17,37
EScore: 0.68 p value: 4.975e-02 RTime: 33.925,,(no adduct),404.4604,4,23,43
EScore: 0.67 p value: 2.356e-02 RTime: 38.084,,(no adduct),549.2911,3,28,48
EScore: 0.63 p value: 2.620e-02 RTime: 26.188,,(no adduct),428.4614,4,16,36
EScore: 0.73 p value: 4.477e-02 RTime: 37.287,,(no adduct),431.4779,4,27,47
EScore: 0.78 p value: 2.009e-02 RTime: 21.616,,(no adduct),391.9611,4,11,31
EScore: 0.68 p value: 3.991e-02 RTime: 39.271,,(no adduct),428.4734,4,29,49
EScore: 0.67 p value: 2.636e-02 RTime: 36.956,,(no adduct),410.9786,4,26,46
EScore: 0.72 p value: 4.028e-02 RTime: 27.039,,(no adduct),418.9672,4,17,37
EScore: 0.75 p value: 4.492e-02 RTime: 12.696,,(no adduct),458.7612,2,3,22
EScore: 0.8 p value: 2.398e-02 RTime: 25.65,,(no adduct),425.7379,2,15,35
EScore: 0.7 p value: 1.276e-02 RTime: 23.171,,(no adduct),427.2269,4,13,33
EScore: 0.68 p value: 2.861e-02 RTime: 31.303,,(no adduct),408.7269,4,21,41
EScore: 0.66 p value: 3.901e-02 RTime: 31.649,,(no adduct),453.0008,4,21,41
EScore: 0.78 p value: 4.188e-02 RTime: 20.026,,(no adduct),424.7147,2,10,30
EScore: 0.69 p value: 1.551e-02 RTime: 41.881,,(no adduct),433.2501,2,31,51
EScore: 0.77 p value: 5.170e-03 RTime: 39.794,,(no adduct),527.9511,3,29,49
EScore: 0.67 p value: 1.848e-02 RTime: 33.875,,(no adduct),438.9947,4,23,43
EScore: 0.64 p value: 3.503e-02 RTime: 30.87,,(no adduct),424.233,4,20,40
EScore: 0.68 p value: 2.884e-02 RTime: 59.024,,(no adduct),515.2878,3,49,69
EScore: 0.69 p value: 2.142e-03 RTime: 30.615,,(no adduct),420.4676,2,20,40
EScore: 0.6 p value: 1.403e-02 RTime: 48.059,,(no adduct),455.2535,2,38,58
EScore: 0.64 p value: 3.392e-02 RTime: 28.376,,(no adduct),402.9637,2,18,38
EScore: 0.82 p value: 5.524e-03 RTime: 49.218,,(no adduct),417.9809,4,39,59
EScore: 0.67 p value: 1.434e-02 RTime: 47.932,,(no adduct),443.4741,2,37,57
EScore: 0.66 p value: 1.585e-02 RTime: 35.044,,(no adduct),443.9966,2,25,45
EScore: 0.6 p value: 3.565e-02 RTime: 27.434,,(no adduct),409.4784,4,17,37
EScore: 0.72 p value: 4.131e-02 RTime: 26.658,,(no adduct),408.9654,4,16,36
EScore: 0.67 p value: 1.709e-02 RTime: 31.134,,(no adduct),453.7325,4,21,41
EScore: 0.63 p value: 1.959e-02 RTime: 20.204,,(no adduct),347.5914,5,10,30
EScore: 0.72 p value: 4.735e-02 RTime: 18.901,,(no adduct),409.7244,4,8,28
EScore: 0.77 p value: 2.183e-02 RTime: 55.495,,(no adduct),451.7387,2,45,65
EScore: 0.9 p value: 3.601e-02 RTime: 21.69,,(no adduct),470.0255,4,11,31
EScore: 0.71 p value: 4.084e-02 RTime: 48.435,,(no adduct),528.6037,3,38,58
EScore: 0.63 p value: 4.786e-02 RTime: 31.465,,(no adduct),435.4728,4,21,41
EScore: 0.73 p value: 1.642e-02 RTime: 20.341,,(no adduct),381.4633,4,10,30
EScore: 0.67 p value: 1.114e-02 RTime: 30.57,,(no adduct),414.2137,4,20,40
EScore: 0.72 p value: 2.961e-02 RTime: 20.697,,(no adduct),422.4762,4,10,30
EScore: 0.82 p value: 4.708e-02 RTime: 41.127,,(no adduct),400.2244,4,31,51
EScore: 0.73 p value: 3.204e-02 RTime: 45.211,,(no adduct),550.2994,3,35,55
EScore: 0.64 p value: 7.020e-03 RTime: 44.558,,(no adduct),554.6384,3,34,54
EScore: 0.71 p value: 6.140e-03 RTime: 43.394,,(no adduct),464.9821,2,33,53
EScore: 0.8 p value: 4.924e-04 RTime: 24.194,,(no adduct),440.242,4,14,34
EScore: 0.71 p value: 1.369e-02 RTime: 44.524,,(no adduct),427.7432,2,34,54
EScore: 0.71 p value: 4.261e-02 RTime: 39.097,,(no adduct),569.6357,3,29,49
EScore: 0.86 p value: 2.300e-03 RTime: 33.951,,(no adduct),531.6102,3,23,43
EScore: 0.73 p value: 4.667e-02 RTime: 51.533,,(no adduct),540.2898,3,41,61
EScore: 0.7 p value: 4.757e-02 RTime: 41.964,,(no adduct),428.4646,4,31,51
EScore: 0.83 p value: 4.517e-02 RTime: 27.641,,(no adduct),415.717,2,17,37
EScore: 0.76 p value: 3.851e-03 RTime: 28.22,,(no adduct),437.2137,2,18,38
EScore: 0.75 p value: 4.785e-02 RTime: 23.605,,(no adduct),454.9879,2,13,33
EScore: 0.79 p value: 4.692e-02 RTime: 49.229,,(no adduct),528.2761,3,39,59
EScore: 0.71 p value: 2.806e-02 RTime: 42.931,,(no adduct),439.4807,2,32,52
EScore: 0.8 p value: 3.994e-02 RTime: 35.942,,(no adduct),537.6262,3,25,45
EScore: 0.64 p value: 4.625e-02 RTime: 34.983,,(no adduct),380.9647,2,24,44
EScore: 0.66 p value: 4.156e-02 RTime: 42.089,,(no adduct),423.7223,4,32,52
EScore: 0.8 p value: 2.745e-03 RTime: 28.378,,(no adduct),441.7435,4,18,38
EScore: 0.71 p value: 1.275e-02 RTime: 48.446,,(no adduct),416.9883,2,38,58
EScore: 0.67 p value: 1.786e-02 RTime: 46.804,,(no adduct),523.6072,3,36,56
EScore: 0.58 p value: 4.919e-02 RTime: 46.384,,(no adduct),465.2414,4,36,56
EScore: 0.82 p value: 1.831e-02 RTime: 21.852,,(no adduct),446.9715,2,11,31
EScore: 0.68 p value: 4.928e-02 RTime: 28.225,,(no adduct),391.9794,4,18,38
EScore: 0.68 p value: 4.528e-02 RTime: 50.36,,(no adduct),435.2237,4,40,60
EScore: 0.75 p value: 1.218e-02 RTime: 32.647,,(no adduct),395.4681,4,22,42
EScore: 0.66 p value: 3.413e-02 RTime: 29.598,,(no adduct),434.7421,2,19,39
EScore: 0.87 p value: 1.636e-02 RTime: 28.628,,(no adduct),432.7155,4,18,38
EScore: 0.66 p value: 3.413e-02 RTime: 42.481,,(no adduct),425.9766,2,32,52
EScore: 0.83 p value: 2.300e-02 RTime: 34.712,,(no adduct),409.2299,4,24,44
EScore: 0.68 p value: 4.669e-02 RTime: 42.927,,(no adduct),473.247,2,32,52
EScore: 0.65 p value: 3.355e-02 RTime: 26.92,,(no adduct),438.9813,2,16,36
EScore: 0.73 p value: 1.881e-02 RTime: 41.934,,(no adduct),455.2355,2,31,51
EScore: 0.63 p value: 1.775e-02 RTime: 81.374,,(no adduct),478.3055,2,71,91
EScore: 0.77 p value: 2.558e-02 RTime: 46.847,,(no adduct),553.2999,3,36,56
EScore: 0.66 p value: 2.606e-03 RTime: 44.069,,(no adduct),488.2795,3,34,54
EScore: 0.68 p value: 4.260e-02 RTime: 65.702,,(no adduct),566.3149,3,55,75
EScore: 0.63 p value: 1.169e-02 RTime: 42.738,,(no adduct),461.2431,2,32,52
EScore: 0.61 p value: 4.018e-02 RTime: 44.247,,(no adduct),385.2424,2,34,54
EScore: 0.76 p value: 1.599e-03 RTime: 37.252,,(no adduct),397.9694,4,27,47
EScore: 0.63 p value: 4.504e-02 RTime: 38.79,,(no adduct),389.7203,4,28,48
EScore: 0.64 p value: 2.304e-02 RTime: 25.627,,(no adduct),445.227,4,15,35
EScore: 0.88 p value: 1.198e-02 RTime: 21.037,,(no adduct),395.1935,2,11,31
EScore: 0.99 p value: 1.084e-02 RTime: 20.875,,(no adduct),463.8514,5,10,30
EScore: 0.68 p value: 2.532e-02 RTime: 39.255,,(no adduct),394.2345,2,29,49
EScore: 0.78 p value: 1.631e-02 RTime: 47.681,,(no adduct),399.4709,4,37,57
EScore: 0.63 p value: 2.456e-02 RTime: 67.093,,(no adduct),805.4043,2,57,77
EScore: 0.65 p value: 2.238e-02 RTime: 37.081,,(no adduct),440.48,4,27,47
EScore: 0.74 p value: 1.205e-02 RTime: 26.684,,(no adduct),423.9686,4,16,36
EScore: 0.66 p value: 3.813e-02 RTime: 28.851,,(no adduct),416.4846,4,18,38
EScore: 0.66 p value: 7.816e-03 RTime: 22.622,,(no adduct),437.2386,2,12,32
