Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
"Sel Score: 0.98 RTime: 20.976 Area: 830305.6018033201 All areas: [26779.54300531274, 21719.16940945369, 13476.9855395031, 1214556.9923311868, 1073408.2557929573, 202951.55728581626] p-value: 0.12468965168763892 original RTs: [0, 0, 0, 1267.3120692826417, 1262.1379494287924, 1252.1285096651873]",,(no adduct),353.4567,4.0,10,30
"Sel Score: 0.98 RTime: 49.918 Area: 1110226.569870234 All areas: [32505.554425875896, 42035.349819218834, 10167.309759426205, 1193634.5779767525, 1251954.6184932622, 885090.5131406874] p-value: 0.010484482947860403 original RTs: [0, 0, 0, 2995.6506273867126, 2992.3633042022916, 2994.6428090739714]",,(no adduct),557.323,3.0,39,59
"Sel Score: 0.97 RTime: 51.898 Area: 622912.3184354006 All areas: [26755.36233188911, 11512.700531093333, 9769.603856279598, 794000.3214271988, 652208.220985683, 422528.4128933202] p-value: 0.03009771364790361 original RTs: [0, 0, 0, 0, 3108.9336455315893, 0]",,(no adduct),585.6605,3.0,41,61
"Sel Score: 0.97 RTime: 40.497 Area: 3606519.617571212 All areas: [43968.447063885294, 137720.84089807677, 101526.79226840846, 4477941.14314568, 3520197.6230384265, 2821420.0865295287] p-value: 0.017920093547994616 original RTs: [0, 0, 0, 0, 0, 2429.825680868682]",,(no adduct),396.4928,4.0,30,50
"Sel Score: 0.97 RTime: 43.176 Area: 2661111.260692733 All areas: [89132.2571079722, 65948.12784454755, 58594.84254546316, 3345650.8222557157, 2691741.8084048047, 1945941.1514176787] p-value: 0.023470469601664944 original RTs: [0, 0, 0, 0, 2587.0055948903664, 0]",,(no adduct),483.5959,3.0,33,53
"Sel Score: 0.97 RTime: 56.78 Area: 1793657.3246865124 All areas: [40167.88559883597, 44985.82710853226, 62803.34895136587, 1915030.6753843352, 2012962.0190768298, 1452979.2795983723] p-value: 0.009569742593136525 original RTs: [0, 0, 0, 0, 0, 3406.798903054506]",,(no adduct),504.2921,3.0,46,66
"Sel Score: 0.97 RTime: 56.903 Area: 1793673.9773054495 All areas: [40278.992841341744, 44988.07020324868, 62801.05371701021, 1915030.6515436412, 2012961.1453415893, 1453030.1350311178] p-value: 0.009568736094227474 original RTs: [0, 0, 0, 3415.1103618495968, 0, 3414.3308239362473]",,(no adduct),504.2922,3.0,46,66
"Sel Score: 0.97 RTime: 25.378 Area: 3540995.983405289 All areas: [133826.32339253745, 67041.1562778928, 94129.82471837098, 3003271.7783542993, 6133928.575303876, 1485787.5965576915] p-value: 0.1282678142226932 original RTs: [1657.1257224299468, 1596.5171816266582, 1488.1127157494607, 1503.509916095269, 1489.4106197474366, 1505.0296486013267]",,(no adduct),387.9665,2.0,15,35
"Sel Score: 0.97 RTime: 51.826 Area: 654291.5725986117 All areas: [17142.440765912434, 13497.556460658945, 24406.826268005803, 758925.2072710191, 811035.256393564, 392914.2541312519] p-value: 0.04015512113702622 original RTs: [0, 0, 0, 0, 0, 3109.5366122301084]",,(no adduct),585.3253,3.0,41,61
"Sel Score: 0.97 RTime: 24.547 Area: 312776.2890756055 All areas: [5864.414046610427, 13025.893585676142, 7490.532497799199, 310074.3039373213, 313074.52597536537, 315180.03731412976] p-value: 1.8774252722652524e-07 original RTs: [0, 0, 0, 1478.4058664865104, 0, 0]",,(no adduct),467.2109,4.0,14,34
"Sel Score: 0.97 RTime: 52.701 Area: 1181790.7325945462 All areas: [90304.8778686191, 4584.184615326664, 8582.844691668548, 1389106.1531866982, 1352862.804652915, 803403.2399440256] p-value: 0.024174763649051384 original RTs: [0, 0, 0, 0, 0, 3162.0839409164655]",,(no adduct),781.8812,2.0,42,62
"Sel Score: 0.97 RTime: 23.741 Area: 506248.57881906256 All areas: [15927.635578314395, 18141.65196655778, 10299.55095950302, 417057.5105833465, 739946.5384009422, 361741.68747289886] p-value: 0.05299260552843949 original RTs: [0, 0, 0, 1431.4974619871566, 0, 1423.0731133225177]",,(no adduct),525.6053,3.0,13,33
"Sel Score: 0.97 RTime: 49.039 Area: 677017.6212945494 All areas: [21225.87456697887, 33094.481431004904, 6283.353573989443, 788818.6910871165, 792128.9961789112, 450105.1766176207] p-value: 0.028088060469345314 original RTs: [0, 0, 0, 0, 0, 2942.3552152694033]",,(no adduct),563.6632,3.0,39,59
"Sel Score: 0.97 RTime: 42.803 Area: 1255606.699401071 All areas: [59507.887694149635, 16699.360604804642, 36810.14157482358, 1545091.4152576248, 1205501.2309522843, 1016227.4519933036] p-value: 0.015285754563898937 original RTs: [0, 0, 0, 2572.450038603462, 2565.6900878145593, 2565.973743937478]",,(no adduct),447.2694,3.0,32,52
"Sel Score: 0.97 RTime: 50.454 Area: 747260.8613114795 All areas: [20953.926880465013, 24897.962738196453, 22482.574596940438, 1148652.7447972037, 901577.4868078198, 191552.35232941475] p-value: 0.127478710731123 original RTs: [0, 0, 0, 3025.2672276022613, 0, 3031.1472344498666]",,(no adduct),423.0232,4.0,40,60
"Sel Score: 0.97 RTime: 72.173 Area: 557628.1974206568 All areas: [18680.788316568633, 15739.060966280393, 17192.66903483015, 626291.445870188, 590584.0290040352, 456009.11738774733] p-value: 0.009063842044466306 original RTs: [0, 0, 0, 4323.765330091132, 4327.727518550459, 0]",,(no adduct),845.9218,2.0,62,82
"Sel Score: 0.97 RTime: 49.145 Area: 677018.5372786358 All areas: [23542.077756840903, 33092.94284553912, 6282.932641041599, 788820.1584869943, 792128.8094878787, 450106.6438610345] p-value: 0.0281407953963025 original RTs: [0, 0, 0, 0, 2944.9789452276855, 2947.959535977021]",,(no adduct),563.6631,3.0,39,59
"Sel Score: 0.97 RTime: 71.476 Area: 1099351.85582086 All areas: [17616.57924654394, 64746.519542732916, 20107.374559706375, 1510802.6539477885, 1028325.7537766268, 758927.1597381643] p-value: 0.03950641833924092 original RTs: [0, 0, 0, 4290.917209043045, 0, 4285.197324568257]",,(no adduct),810.8828,2.0,61,81
"Sel Score: 0.97 RTime: 40.291 Area: 601368.6676895629 All areas: [21571.928560227556, 17988.65742777402, 16704.52155055523, 702432.1092434154, 640400.2460396462, 461273.6477856272] p-value: 0.015023433995673583 original RTs: [0, 0, 0, 2420.8367880474325, 0, 0]",,(no adduct),527.9875,3.0,30,50
"Sel Score: 0.97 RTime: 49.741 Area: 621487.7753170257 All areas: [22356.655834750636, 21280.0913590469, 14712.642864003992, 695879.340032857, 771371.5243178336, 397212.4616003864] p-value: 0.03412030620464779 original RTs: [0, 0, 0, 2986.469405687041, 0, 0]",,(no adduct),449.9136,3.0,39,59
"Sel Score: 0.97 RTime: 72.342 Area: 549813.7499510142 All areas: [18681.163207139525, 15781.620898740111, 17191.72312809576, 626292.465282756, 572400.6381813227, 450748.146388964] p-value: 0.009355336581369993 original RTs: [0, 0, 0, 0, 4332.413540420154, 0]",,(no adduct),845.9226,2.0,62,82
"Sel Score: 0.97 RTime: 57.005 Area: 1793655.8742868053 All areas: [64302.43636051183, 44986.33752775633, 62803.215720595275, 1915029.169244238, 2012960.6350096697, 1452977.8186065082] p-value: 0.00967403292154459 original RTs: [0, 0, 0, 3420.792831425487, 3420.0300768635343, 3415.431301798645]",,(no adduct),504.2922,3.0,47,67
"Sel Score: 0.97 RTime: 71.641 Area: 1099352.4666246215 All areas: [17616.312019897756, 64746.231717166695, 25315.018200073937, 1510804.0869364857, 1028325.564391897, 758927.7485454823] p-value: 0.039681140479555274 original RTs: [0, 0, 0, 4294.868515536371, 4294.139379739586, 4297.231527891644]",,(no adduct),810.8831,2.0,61,81
"Sel Score: 0.97 RTime: 49.961 Area: 1682374.9913205795 All areas: [25369.661227247572, 90763.55711987731, 48689.60632929839, 1953098.3193107666, 2118365.826123347, 975660.8285276248] p-value: 0.04444063209748586 original RTs: [0, 0, 0, 3006.2577238431713, 0, 2991.0613759623675]",,(no adduct),432.4426,2.0,39,59
"Sel Score: 0.97 RTime: 28.893 Area: 1016497.5231077526 All areas: [29340.578838226356, 29130.222789513613, 41156.272614157686, 1485215.828804973, 571251.0262157829, 993025.7143025014] p-value: 0.065135177019726 original RTs: [0, 0, 0, 0, 1732.2081907744068, 0]",,(no adduct),419.253,2.0,18,38
"Sel Score: 0.97 RTime: 28.153 Area: 1924776.886530238 All areas: [76490.32846340623, 65916.66676445484, 46746.9550432932, 2121981.9126918707, 2786483.4754192815, 865865.2714795616] p-value: 0.08055376960754107 original RTs: [0, 0, 0, 0, 1687.9467958625885, 0]",,(no adduct),381.4644,2.0,18,38
"Sel Score: 0.97 RTime: 49.975 Area: 1124861.0104559863 All areas: [72760.39396514243, 23759.61678971423, 14913.101515484306, 1274777.841443637, 1787087.0900626306, 312718.09986169066] p-value: 0.12794975012964468 original RTs: [0, 0, 0, 2999.4879120859064, 2996.2999618425347, 2997.0744632732467]",,(no adduct),576.2544,3.0,39,59
"Sel Score: 0.97 RTime: 53.732 Area: 1419143.8622733941 All areas: [59346.866549092505, 35188.30036750177, 46904.67739697899, 1802290.0187048693, 1458229.0102997436, 996912.5578155693] p-value: 0.02762990321226931 original RTs: [0, 0, 0, 0, 3224.6822821669316, 3217.924170335539]",,(no adduct),604.2674,3.0,43,63
"Sel Score: 0.97 RTime: 53.923 Area: 1419142.7648233694 All areas: [59568.0578939388, 35188.06774972162, 46905.54334070797, 1802289.6659414452, 1458227.3319571752, 996911.2965714872] p-value: 0.027631164418095218 original RTs: [0, 0, 0, 0, 3230.130456825438, 0]",,(no adduct),604.2675,3.0,43,63
"Sel Score: 0.97 RTime: 26.395 Area: 3540995.983405289 All areas: [142172.15931112945, 127133.76233554521, 84970.89203368437, 3003271.7783542993, 6133928.575303876, 1485787.5965576915] p-value: 0.1294835455493045 original RTs: [1594.9055654019116, 1708.5780624882548, 1518.7050172478584, 1610.4366804456758, 1595.8116477505978, 1577.5320342389175]",,(no adduct),387.9646,2.0,16,36
"Sel Score: 0.97 RTime: 55.938 Area: 1109542.4318394086 All areas: [59747.812651097345, 22383.14768464121, 32347.69099736303, 1418457.3389312376, 1125532.5273462576, 784637.4292407301] p-value: 0.027620269218246934 original RTs: [0, 0, 0, 3357.5184936893997, 0, 3356.191263410978]",,(no adduct),601.3256,3.0,45,65
"Sel Score: 0.97 RTime: 30.997 Area: 2166058.028453861 All areas: [63325.29149732865, 98079.99988871098, 62519.076279673216, 3024618.942713979, 2967304.6164979353, 506250.5261496678] p-value: 0.1279460917240313 original RTs: [1843.3964102134996, 1885.4578716572748, 1886.9177092860102, 1885.7158550957276, 1877.27042605989, 1875.2195435430917]",,(no adduct),371.9493,4.0,20,40
"Sel Score: 0.97 RTime: 72.19 Area: 379823.30110339023 All areas: [16433.735105781358, 8965.506637144239, 14413.258026190919, 484592.6432912982, 244633.99254490004, 410243.2674739724] p-value: 0.035342014771540343 original RTs: [0, 0, 0, 4323.571099121278, 4329.958203753514, 0]",,(no adduct),847.427,2.0,62,82
"Sel Score: 0.97 RTime: 49.839 Area: 1084318.1395972087 All areas: [32505.88163259297, 49242.97359507361, 34598.70273317488, 1115906.0024846941, 1251956.4707578456, 885091.9455490862] p-value: 0.010187903123559506 original RTs: [0, 0, 0, 0, 0, 2990.346089291017]",,(no adduct),557.3233,3.0,39,59
"Sel Score: 0.96 RTime: 18.823 Area: 382193.9583458396 All areas: [9390.486544330179, 16916.819872618027, 15437.96224286652, 492642.3497118319, 345386.89969308424, 308552.6256326026] p-value: 0.022380588505480442 original RTs: [0, 0, 0, 0, 1129.54637491334, 0]",,(no adduct),338.4299,4.0,8,28
"Sel Score: 0.96 RTime: 57.151 Area: 1621880.0748648557 All areas: [84170.46529486887, 53895.44122142613, 39859.767865161986, 1900958.8427490704, 1870320.9810820168, 1094360.4007634795] p-value: 0.027111726946033057 original RTs: [0, 0, 0, 0, 0, 3429.0578018916985]",,(no adduct),594.313,3.0,47,67
"Sel Score: 0.96 RTime: 29.242 Area: 803867.071047837 All areas: [24631.938664176287, 39111.84214895108, 24542.35803566869, 1431156.0005523786, 488322.05304897414, 492123.15954215836] p-value: 0.13221921803864822 original RTs: [0, 0, 0, 0, 1753.0707082509236, 0]",,(no adduct),419.0025,2.0,19,39
"Sel Score: 0.96 RTime: 28.88 Area: 803867.071047837 All areas: [24631.377691562033, 39113.11909031567, 24542.331970471, 1431156.0005523786, 488322.05304897414, 492123.15954215836] p-value: 0.13221927443004772 original RTs: [0, 0, 0, 0, 1731.4536028003777, 0]",,(no adduct),419.0022,2.0,18,38
"Sel Score: 0.96 RTime: 29.018 Area: 803867.071047837 All areas: [24630.443155652265, 39113.25858073933, 24543.583036975928, 1431156.0005523786, 488322.05304897414, 492123.15954215836] p-value: 0.13221931663823566 original RTs: [0, 0, 0, 1743.626470770753, 1740.8755282932384, 1742.3613244738783]",,(no adduct),419.0025,2.0,19,39
"Sel Score: 0.96 RTime: 29.218 Area: 803867.071047837 All areas: [24632.09042326693, 39114.334649461365, 24541.64139517666, 1431156.0005523786, 488322.05304897414, 492123.15954215836] p-value: 0.13221938301915223 original RTs: [0, 0, 0, 1759.9101340013624, 1743.5261797545966, 1759.4258601519732]",,(no adduct),419.0025,4.0,19,39
"Sel Score: 0.96 RTime: 49.875 Area: 539553.4583416968 All areas: [14819.699303581623, 28551.169671857977, 16631.430561611905, 560500.3926115262, 587084.5145560285, 471075.4678575354] p-value: 0.004068009492863555 original RTs: [0, 0, 0, 0, 2987.8832846800324, 0]",,(no adduct),454.577,3.0,39,59
"Sel Score: 0.96 RTime: 43.911 Area: 740983.9335703664 All areas: [39562.97979775551, 31297.14725198531, 11707.119656096249, 825799.0816182576, 708470.8543755977, 688681.8647172436] p-value: 0.002704361899963642 original RTs: [0, 0, 0, 0, 0, 2634.6847869947555]",,(no adduct),551.6537,3.0,33,53
"Sel Score: 0.96 RTime: 49.281 Area: 6794466.326001731 All areas: [395956.91529256443, 257831.52398184795, 114282.45819828255, 8340621.535474702, 7358485.956042855, 4684291.486487637] p-value: 0.02625289840387335 original RTs: [0, 0, 0, 0, 0, 2956.858211396642]",,(no adduct),397.7219,4.0,39,59
