Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
Sel Score: 0.96 p value: 7.244e-02 RTime: 29.061,,(no adduct),416.4952,2,19,39
Sel Score: 0.96 p value: 1.314e-01 RTime: 22.672,,(no adduct),387.9624,4,12,32
Sel Score: 0.96 p value: 2.189e-03 RTime: 43.971,,(no adduct),551.654,3,33,53
Sel Score: 0.96 p value: 7.253e-02 RTime: 28.82,,(no adduct),416.4955,4,18,38
Sel Score: 0.96 p value: 1.531e-02 RTime: 26.971,,(no adduct),429.952,4,16,36
Sel Score: 0.96 p value: 9.881e-03 RTime: 27.464,,(no adduct),525.2822,3,17,37
Sel Score: 0.96 p value: 1.249e-01 RTime: 52.506,,(no adduct),553.6203,3,42,62
Sel Score: 0.96 p value: 6.653e-02 RTime: 29.004,,(no adduct),419.2533,2,19,39
Sel Score: 0.96 p value: 1.320e-01 RTime: 23.897,,(no adduct),387.9641,2,13,33
Sel Score: 0.96 p value: 4.437e-02 RTime: 49.982,,(no adduct),432.4425,4,39,59
Sel Score: 0.96 p value: 1.125e-01 RTime: 24.749,,(no adduct),517.2862,3,14,34
Sel Score: 0.96 p value: 7.316e-02 RTime: 30.803,,(no adduct),416.4927,4,20,40
Sel Score: 0.96 p value: 8.654e-02 RTime: 23.107,,(no adduct),536.2785,3,13,33
Sel Score: 0.95 p value: 4.310e-02 RTime: 50.038,,(no adduct),432.9442,4,40,60
Sel Score: 0.95 p value: 7.529e-02 RTime: 56.715,,(no adduct),526.6156,3,46,66
Sel Score: 0.95 p value: 3.047e-02 RTime: 47.743,,(no adduct),397.721,2,37,57
Sel Score: 0.95 p value: 1.208e-02 RTime: 47.585,,(no adduct),409.7486,4,37,57
Sel Score: 0.95 p value: 4.015e-02 RTime: 61.151,,(no adduct),775.3987,2,51,71
Sel Score: 0.95 p value: 4.552e-02 RTime: 52.797,,(no adduct),436.448,4,42,62
Sel Score: 0.95 p value: 9.641e-03 RTime: 40.602,,(no adduct),396.2406,4,30,50
Sel Score: 0.95 p value: 3.189e-02 RTime: 52.961,,(no adduct),424.7031,2,42,62
Sel Score: 0.95 p value: 7.591e-02 RTime: 56.63,,(no adduct),526.6156,3,46,66
Sel Score: 0.95 p value: 2.998e-02 RTime: 29.28,,(no adduct),408.2528,2,19,39
Sel Score: 0.95 p value: 3.689e-02 RTime: 52.96,,(no adduct),436.4477,4,42,62
Sel Score: 0.95 p value: 1.594e-02 RTime: 24.178,,(no adduct),437.0035,2,14,34
Sel Score: 0.95 p value: 1.283e-02 RTime: 18.377,,(no adduct),422.4621,4,8,28
Sel Score: 0.95 p value: 2.988e-02 RTime: 29.159,,(no adduct),408.2535,4,19,39
Sel Score: 0.95 p value: 2.973e-02 RTime: 27.467,,(no adduct),481.2592,3,17,37
Sel Score: 0.95 p value: 9.481e-02 RTime: 19.618,,(no adduct),380.4614,4,9,29
Sel Score: 0.95 p value: 2.186e-02 RTime: 26.583,,(no adduct),487.2651,3,16,36
Sel Score: 0.95 p value: 6.952e-03 RTime: 40.197,,(no adduct),396.2421,2,30,50
Sel Score: 0.95 p value: 7.614e-02 RTime: 56.761,,(no adduct),526.6161,3,46,66
Sel Score: 0.95 p value: 4.829e-02 RTime: 35.761,,(no adduct),329.9904,5,25,45
Sel Score: 0.95 p value: 6.608e-02 RTime: 36.759,,(no adduct),380.9682,2,26,46
Sel Score: 0.95 p value: 5.086e-02 RTime: 21.937,,(no adduct),383.7354,2,11,31
Sel Score: 0.95 p value: 1.337e-01 RTime: 24.652,,(no adduct),387.9646,4,14,34
Sel Score: 0.95 p value: 4.771e-02 RTime: 46.001,,(no adduct),410.9763,4,36,56
Sel Score: 0.95 p value: 4.778e-02 RTime: 46.859,,(no adduct),410.9765,4,36,56
Sel Score: 0.95 p value: 4.693e-02 RTime: 42.137,,(no adduct),604.9909,3,32,52
Sel Score: 0.95 p value: 6.718e-02 RTime: 29.575,,(no adduct),419.2531,2,19,39
Sel Score: 0.95 p value: 5.042e-02 RTime: 47.118,,(no adduct),409.9379,2,37,57
Sel Score: 0.95 p value: 1.094e-01 RTime: 52.608,,(no adduct),418.7359,2,42,62
Sel Score: 0.95 p value: 3.431e-02 RTime: 82.293,,(no adduct),793.4301,2,72,92
Sel Score: 0.95 p value: 2.820e-02 RTime: 48.56,,(no adduct),397.7216,4,38,58
Sel Score: 0.95 p value: 3.078e-02 RTime: 44.326,,(no adduct),449.5146,2,34,54
Sel Score: 0.95 p value: 2.841e-02 RTime: 47.498,,(no adduct),397.7288,2,37,57
Sel Score: 0.95 p value: 2.141e-02 RTime: 48.138,,(no adduct),397.9789,2,38,58
Sel Score: 0.95 p value: 3.268e-02 RTime: 23.618,,(no adduct),525.2711,3,13,33
Sel Score: 0.95 p value: 6.194e-02 RTime: 34.012,,(no adduct),551.9469,3,24,44
Sel Score: 0.95 p value: 1.206e-01 RTime: 27.281,,(no adduct),387.9699,4,17,37
Sel Score: 0.95 p value: 9.333e-02 RTime: 51.907,,(no adduct),439.4949,2,41,61
Sel Score: 0.95 p value: 2.236e-02 RTime: 73.288,,(no adduct),424.7468,4,63,83
Sel Score: 0.94 p value: 1.871e-02 RTime: 54.656,,(no adduct),564.6466,3,44,64
Sel Score: 0.94 p value: 2.576e-02 RTime: 22.735,,(no adduct),388.2172,4,12,32
Sel Score: 0.94 p value: 1.082e-01 RTime: 31.352,,(no adduct),495.5969,3,21,41
Sel Score: 0.94 p value: 1.082e-01 RTime: 31.439,,(no adduct),495.597,3,21,41
Sel Score: 0.94 p value: 2.270e-02 RTime: 32.667,,(no adduct),337.9861,5,22,42
Sel Score: 0.94 p value: 3.190e-02 RTime: 23.742,,(no adduct),437.2552,2,13,33
Sel Score: 0.94 p value: 2.765e-02 RTime: 21.837,,(no adduct),394.2052,4,11,31
Sel Score: 0.94 p value: 3.169e-02 RTime: 25.256,,(no adduct),381.2169,4,15,35
Sel Score: 0.94 p value: 4.657e-02 RTime: 53.74,,(no adduct),604.9362,3,43,63
Sel Score: 0.94 p value: 3.037e-02 RTime: 29.23,,(no adduct),408.2536,4,19,39
Sel Score: 0.94 p value: 2.162e-02 RTime: 65.768,,(no adduct),546.6283,3,55,75
Sel Score: 0.94 p value: 9.876e-03 RTime: 53.937,,(no adduct),590.9797,3,43,63
Sel Score: 0.94 p value: 2.830e-02 RTime: 48.061,,(no adduct),397.7284,4,38,58
Sel Score: 0.94 p value: 3.253e-02 RTime: 16.373,,(no adduct),415.2105,2,6,26
Sel Score: 0.94 p value: 8.002e-03 RTime: 22.129,,(no adduct),323.7686,5,12,32
Sel Score: 0.94 p value: 5.232e-02 RTime: 47.127,,(no adduct),409.9382,4,37,57
Sel Score: 0.94 p value: 7.993e-03 RTime: 22.006,,(no adduct),323.7686,5,12,32
Sel Score: 0.94 p value: 9.631e-02 RTime: 21.362,,(no adduct),380.4633,4,11,31
Sel Score: 0.94 p value: 1.166e-02 RTime: 44.37,,(no adduct),449.5145,2,34,54
Sel Score: 0.94 p value: 1.641e-02 RTime: 49.676,,(no adduct),398.2227,4,39,59
Sel Score: 0.94 p value: 1.570e-02 RTime: 26.776,,(no adduct),429.9517,4,16,36
Sel Score: 0.94 p value: 3.194e-03 RTime: 24.582,,(no adduct),310.7747,5,14,34
Sel Score: 0.94 p value: 1.326e-02 RTime: 18.115,,(no adduct),422.4615,4,8,28
Sel Score: 0.94 p value: 1.697e-02 RTime: 23.997,,(no adduct),437.004,4,13,33
Sel Score: 0.94 p value: 1.608e-02 RTime: 23.692,,(no adduct),437.0041,4,13,33
Sel Score: 0.94 p value: 8.417e-03 RTime: 22.304,,(no adduct),380.7174,4,12,32
Sel Score: 0.94 p value: 2.269e-02 RTime: 27.205,,(no adduct),429.9568,4,17,37
Sel Score: 0.94 p value: 2.536e-03 RTime: 23.125,,(no adduct),388.2121,2,13,33
Sel Score: 0.94 p value: 2.842e-02 RTime: 41.27,,(no adduct),456.4958,2,31,51
Sel Score: 0.94 p value: 2.605e-02 RTime: 51.483,,(no adduct),539.6288,3,41,61
Sel Score: 0.94 p value: 1.645e-02 RTime: 52.247,,(no adduct),518.6239,3,42,62
Sel Score: 0.94 p value: 6.865e-02 RTime: 29.383,,(no adduct),419.2531,4,19,39
Sel Score: 0.94 p value: 1.166e-02 RTime: 18.15,,(no adduct),366.9507,4,8,28
Sel Score: 0.94 p value: 5.261e-02 RTime: 21.862,,(no adduct),383.7351,4,11,31
Sel Score: 0.94 p value: 5.118e-02 RTime: 21.953,,(no adduct),383.7353,4,11,31
Sel Score: 0.94 p value: 3.695e-02 RTime: 48.488,,(no adduct),465.5111,4,38,58
Sel Score: 0.94 p value: 1.221e-01 RTime: 72.596,,(no adduct),535.6406,3,62,82
Sel Score: 0.94 p value: 1.221e-01 RTime: 72.447,,(no adduct),535.6406,3,62,82
Sel Score: 0.94 p value: 2.705e-02 RTime: 29.6,,(no adduct),404.9901,4,19,39
Sel Score: 0.94 p value: 8.139e-02 RTime: 27.417,,(no adduct),418.9977,4,17,37
Sel Score: 0.94 p value: 2.697e-02 RTime: 29.608,,(no adduct),404.9902,2,19,39
Sel Score: 0.94 p value: 7.256e-02 RTime: 47.156,,(no adduct),422.7476,4,37,57
Sel Score: 0.94 p value: 5.369e-02 RTime: 45.86,,(no adduct),411.2308,4,35,55
Sel Score: 0.94 p value: 9.809e-03 RTime: 58.416,,(no adduct),615.9766,3,48,68
Sel Score: 0.94 p value: 1.399e-02 RTime: 47.392,,(no adduct),523.6046,3,37,57
Sel Score: 0.94 p value: 6.351e-02 RTime: 33.911,,(no adduct),551.9467,3,23,43
Sel Score: 0.94 p value: 4.203e-02 RTime: 40.088,,(no adduct),573.9809,3,30,50
Sel Score: 0.94 p value: 4.812e-02 RTime: 47.529,,(no adduct),410.9754,2,37,57
Sel Score: 0.94 p value: 1.552e-02 RTime: 26.624,,(no adduct),429.9518,4,16,36
Sel Score: 0.94 p value: 4.689e-02 RTime: 46.267,,(no adduct),422.7515,2,36,56
Sel Score: 0.94 p value: 1.197e-02 RTime: 41.831,,(no adduct),479.6079,3,31,51
Sel Score: 0.94 p value: 2.443e-03 RTime: 26.142,,(no adduct),388.212,4,16,36
Sel Score: 0.94 p value: 5.261e-02 RTime: 21.908,,(no adduct),383.7351,2,11,31
Sel Score: 0.94 p value: 1.356e-02 RTime: 72.14,,(no adduct),538.9206,3,62,82
Sel Score: 0.94 p value: 6.503e-02 RTime: 57.3,,(no adduct),584.9854,3,47,67
Sel Score: 0.94 p value: 7.084e-02 RTime: 46.592,,(no adduct),328.9829,5,36,56
Sel Score: 0.94 p value: 8.729e-02 RTime: 27.903,,(no adduct),381.462,2,17,37
Sel Score: 0.94 p value: 1.044e-02 RTime: 40.612,,(no adduct),396.2391,2,30,50
Sel Score: 0.93 p value: 1.377e-02 RTime: 71.931,,(no adduct),538.9207,3,61,81
Sel Score: 0.93 p value: 4.012e-02 RTime: 45.085,,(no adduct),591.6132,3,35,55
Sel Score: 0.93 p value: 5.715e-02 RTime: 67.817,,(no adduct),431.7582,2,57,77
Sel Score: 0.93 p value: 1.755e-02 RTime: 21.372,,(no adduct),437.0057,2,11,31
Sel Score: 0.93 p value: 9.631e-03 RTime: 44.096,,(no adduct),432.7602,2,34,54
Sel Score: 0.93 p value: 9.640e-03 RTime: 44.098,,(no adduct),432.7603,4,34,54
Sel Score: 0.93 p value: 1.131e-02 RTime: 41.884,,(no adduct),479.608,3,31,51
Sel Score: 0.93 p value: 2.597e-02 RTime: 47.778,,(no adduct),550.6251,3,37,57
Sel Score: 0.93 p value: 3.280e-02 RTime: 86.033,,(no adduct),463.7642,2,76,96
Sel Score: 0.93 p value: 9.847e-02 RTime: 20.745,,(no adduct),380.4633,4,10,30
Sel Score: 0.93 p value: 2.798e-02 RTime: 25.872,,(no adduct),481.2553,3,15,35
Sel Score: 0.93 p value: 6.103e-02 RTime: 40.166,,(no adduct),573.6464,3,30,50
Sel Score: 0.93 p value: 7.533e-02 RTime: 28.08,,(no adduct),381.4611,2,18,38
Sel Score: 0.93 p value: 1.062e-01 RTime: 34.553,,(no adduct),429.7348,4,24,44
Sel Score: 0.93 p value: 1.492e-02 RTime: 48.712,,(no adduct),398.2275,2,38,58
Sel Score: 0.93 p value: 6.670e-02 RTime: 68.817,,(no adduct),536.6232,3,58,78
Sel Score: 0.93 p value: 9.699e-02 RTime: 26.849,,(no adduct),429.9558,2,16,36
Sel Score: 0.93 p value: 5.720e-02 RTime: 49.064,,(no adduct),411.2296,4,39,59
Sel Score: 0.93 p value: 1.646e-02 RTime: 33.944,,(no adduct),412.2351,2,23,43
Sel Score: 0.93 p value: 1.342e-02 RTime: 77.984,,(no adduct),860.9279,2,67,87
Sel Score: 0.93 p value: 6.330e-02 RTime: 48.097,,(no adduct),532.2682,3,38,58
Sel Score: 0.93 p value: 1.270e-01 RTime: 31.876,,(no adduct),525.9543,3,21,41
Sel Score: 0.93 p value: 3.160e-02 RTime: 50.828,,(no adduct),424.4524,4,40,60
Sel Score: 0.93 p value: 1.229e-01 RTime: 54.114,,(no adduct),395.9623,2,44,64
Sel Score: 0.93 p value: 1.747e-02 RTime: 54.841,,(no adduct),564.3123,3,44,64
Sel Score: 0.93 p value: 1.751e-02 RTime: 54.711,,(no adduct),564.3123,3,44,64
Sel Score: 0.93 p value: 2.407e-02 RTime: 30.7,,(no adduct),333.5963,5,20,40
Sel Score: 0.93 p value: 2.716e-02 RTime: 25.789,,(no adduct),481.2553,3,15,35
Sel Score: 0.93 p value: 1.251e-02 RTime: 27.534,,(no adduct),394.468,4,17,37
Sel Score: 0.93 p value: 3.453e-02 RTime: 85.217,,(no adduct),462.2235,2,75,95
Sel Score: 0.93 p value: 5.352e-02 RTime: 25.541,,(no adduct),381.2107,2,15,35
Sel Score: 0.93 p value: 1.302e-02 RTime: 18.97,,(no adduct),366.9507,4,8,28
Sel Score: 0.93 p value: 1.095e-02 RTime: 44.424,,(no adduct),449.5147,4,34,54
Sel Score: 0.93 p value: 8.564e-04 RTime: 44.004,,(no adduct),432.7603,4,34,54
Sel Score: 0.93 p value: 5.830e-02 RTime: 24.034,,(no adduct),409.4958,2,14,34
Sel Score: 0.93 p value: 2.993e-02 RTime: 20.101,,(no adduct),380.7152,2,10,30
Sel Score: 0.93 p value: 2.759e-02 RTime: 29.879,,(no adduct),333.5974,5,19,39
Sel Score: 0.93 p value: 6.809e-02 RTime: 33.066,,(no adduct),463.9936,4,23,43
Sel Score: 0.93 p value: 7.904e-03 RTime: 44.782,,(no adduct),446.5179,4,34,54
Sel Score: 0.93 p value: 7.904e-03 RTime: 44.733,,(no adduct),446.5179,4,34,54
Sel Score: 0.93 p value: 8.484e-03 RTime: 44.821,,(no adduct),446.518,4,34,54
Sel Score: 0.92 p value: 9.193e-02 RTime: 15.929,,(no adduct),408.7162,2,5,25
Sel Score: 0.92 p value: 1.163e-01 RTime: 54.237,,(no adduct),537.9629,3,44,64
Sel Score: 0.92 p value: 1.447e-02 RTime: 45.26,,(no adduct),408.4628,4,35,55
Sel Score: 0.92 p value: 1.468e-02 RTime: 18.556,,(no adduct),380.7085,2,8,28
Sel Score: 0.92 p value: 3.779e-03 RTime: 24.605,,(no adduct),467.2105,4,14,34
Sel Score: 0.92 p value: 3.779e-03 RTime: 24.981,,(no adduct),467.2104,4,14,34
Sel Score: 0.92 p value: 2.336e-02 RTime: 51.358,,(no adduct),522.2642,3,41,61
Sel Score: 0.92 p value: 2.357e-02 RTime: 34.794,,(no adduct),434.7293,2,24,44
Sel Score: 0.92 p value: 5.598e-02 RTime: 47.229,,(no adduct),409.9381,4,37,57
Sel Score: 0.92 p value: 5.203e-02 RTime: 45.149,,(no adduct),410.974,4,35,55
Sel Score: 0.92 p value: 1.248e-01 RTime: 23.015,,(no adduct),465.2341,4,13,33
Sel Score: 0.92 p value: 2.190e-03 RTime: 18.908,,(no adduct),380.4621,4,8,28
Sel Score: 0.92 p value: 2.934e-02 RTime: 30.024,,(no adduct),335.4008,5,20,40
Sel Score: 0.92 p value: 9.778e-03 RTime: 44.924,,(no adduct),446.518,2,34,54
Sel Score: 0.92 p value: 6.697e-02 RTime: 46.482,,(no adduct),422.7509,4,36,56
Sel Score: 0.92 p value: 1.208e-02 RTime: 40.676,,(no adduct),544.949,3,30,50
Sel Score: 0.92 p value: 1.616e-02 RTime: 43.479,,(no adduct),423.4841,4,33,53
Sel Score: 0.92 p value: 4.268e-04 RTime: 68.31,,(no adduct),566.0038,3,58,78
Sel Score: 0.92 p value: 2.918e-02 RTime: 44.883,,(no adduct),456.4957,4,34,54
Sel Score: 0.92 p value: 2.693e-02 RTime: 19.02,,(no adduct),433.4618,4,9,29
Sel Score: 0.92 p value: 8.813e-03 RTime: 42.582,,(no adduct),531.9627,3,32,52
Sel Score: 0.92 p value: 9.538e-02 RTime: 35.5,,(no adduct),446.9911,2,25,45
Sel Score: 0.92 p value: 3.903e-02 RTime: 77.201,,(no adduct),820.9262,2,67,87
Sel Score: 0.92 p value: 2.662e-02 RTime: 44.645,,(no adduct),408.7085,4,34,54
Sel Score: 0.92 p value: 3.905e-02 RTime: 77.275,,(no adduct),820.9257,2,67,87
Sel Score: 0.92 p value: 3.196e-02 RTime: 78.139,,(no adduct),860.9276,2,68,88
Sel Score: 0.92 p value: 3.035e-02 RTime: 25.975,,(no adduct),381.2111,4,15,35
Sel Score: 0.92 p value: 3.616e-03 RTime: 39.915,,(no adduct),538.97,3,29,49
Sel Score: 0.92 p value: 4.139e-02 RTime: 48.947,,(no adduct),593.6371,3,38,58
Sel Score: 0.92 p value: 1.255e-02 RTime: 39.093,,(no adduct),381.7202,2,29,49
Sel Score: 0.92 p value: 1.308e-02 RTime: 78.147,,(no adduct),860.9282,2,68,88
Sel Score: 0.92 p value: 8.508e-02 RTime: 48.939,,(no adduct),609.981,3,38,58
Sel Score: 0.92 p value: 1.247e-01 RTime: 26.576,,(no adduct),406.7311,4,16,36
Sel Score: 0.92 p value: 5.019e-02 RTime: 64.259,,(no adduct),429.2422,4,54,74
