Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
Sel Score: 1.0 p value: 2.038e-02 RTime: 50.786,,(no adduct),767.3553,2,40,60
Sel Score: 1.0 p value: 1.651e-02 RTime: 67.452,,(no adduct),769.8667,2,57,77
Sel Score: 1.0 p value: 2.174e-03 RTime: 29.453,,(no adduct),545.2575,3,19,39
Sel Score: 1.0 p value: 4.545e-02 RTime: 44.961,,(no adduct),742.3304,2,34,54
Sel Score: 1.0 p value: 2.790e-03 RTime: 47.993,,(no adduct),514.5657,3,37,57
Sel Score: 1.0 p value: 3.822e-03 RTime: 28.372,,(no adduct),545.2576,3,18,38
Sel Score: 1.0 p value: 3.395e-03 RTime: 30.73,,(no adduct),528.5906,3,20,40
Sel Score: 1.0 p value: 9.194e-03 RTime: 57.999,,(no adduct),779.348,2,47,67
Sel Score: 1.0 p value: 1.437e-02 RTime: 35.218,,(no adduct),482.8935,3,25,45
Sel Score: 1.0 p value: 1.186e-03 RTime: 64.834,,(no adduct),790.8685,2,54,74
Sel Score: 1.0 p value: 2.562e-03 RTime: 63.828,,(no adduct),790.8713,2,53,73
Sel Score: 1.0 p value: 1.475e-03 RTime: 33.571,,(no adduct),674.8271,2,23,43
Sel Score: 1.0 p value: 5.277e-03 RTime: 33.454,,(no adduct),491.5654,3,23,43
Sel Score: 1.0 p value: 3.475e-03 RTime: 64.901,,(no adduct),799.8779,2,54,74
Sel Score: 1.0 p value: 4.120e-03 RTime: 62.689,,(no adduct),733.8794,2,52,72
Sel Score: 1.0 p value: 9.161e-02 RTime: 59.561,,(no adduct),779.3522,2,49,69
Sel Score: 1.0 p value: 8.470e-04 RTime: 33.168,,(no adduct),674.8269,2,23,43
Sel Score: 1.0 p value: 1.649e-02 RTime: 56.854,,(no adduct),755.3478,2,46,66
Sel Score: 1.0 p value: 1.649e-02 RTime: 55.958,,(no adduct),755.3471,2,45,65
Sel Score: 1.0 p value: 1.927e-02 RTime: 57.082,,(no adduct),755.347,2,47,67
Sel Score: 1.0 p value: 8.586e-03 RTime: 53.75,,(no adduct),492.8973,3,43,63
Sel Score: 1.0 p value: 2.343e-02 RTime: 68.264,,(no adduct),755.3825,2,58,78
Sel Score: 1.0 p value: 2.343e-02 RTime: 68.533,,(no adduct),755.3822,2,58,78
Sel Score: 1.0 p value: 2.343e-02 RTime: 68.884,,(no adduct),755.3821,2,58,78
Sel Score: 1.0 p value: 1.814e-02 RTime: 65.092,,(no adduct),799.8778,2,55,75
Sel Score: 1.0 p value: 4.795e-03 RTime: 38.509,,(no adduct),728.3219,2,28,48
Sel Score: 1.0 p value: 1.322e-02 RTime: 58.216,,(no adduct),736.8579,2,48,68
Sel Score: 1.0 p value: 6.248e-03 RTime: 41.594,,(no adduct),518.5666,3,31,51
Sel Score: 1.0 p value: 1.037e-02 RTime: 36.954,,(no adduct),535.232,3,26,46
Sel Score: 1.0 p value: 6.792e-03 RTime: 41.242,,(no adduct),751.3422,2,31,51
Sel Score: 1.0 p value: 1.359e-04 RTime: 32.833,,(no adduct),473.8875,3,22,42
Sel Score: 1.0 p value: 1.359e-04 RTime: 32.695,,(no adduct),473.8874,3,22,42
Sel Score: 1.0 p value: 2.500e-02 RTime: 43.058,,(no adduct),1040.8985,2,33,53
Sel Score: 1.0 p value: 6.044e-04 RTime: 47.537,,(no adduct),764.8494,2,37,57
Sel Score: 1.0 p value: 6.045e-04 RTime: 46.898,,(no adduct),764.849,2,36,56
Sel Score: 1.0 p value: 5.542e-03 RTime: 46.312,,(no adduct),721.333,2,36,56
Sel Score: 1.0 p value: 4.760e-03 RTime: 33.568,,(no adduct),496.897,3,23,43
Sel Score: 1.0 p value: 4.870e-03 RTime: 33.533,,(no adduct),496.8971,3,23,43
Sel Score: 1.0 p value: 1.404e-02 RTime: 63.465,,(no adduct),790.872,2,53,73
Sel Score: 1.0 p value: 1.251e-03 RTime: 42.846,,(no adduct),774.8373,2,32,52
Sel Score: 1.0 p value: 1.347e-02 RTime: 44.355,,(no adduct),512.5641,3,34,54
Sel Score: 1.0 p value: 2.106e-02 RTime: 61.835,,(no adduct),783.3872,2,51,71
Sel Score: 1.0 p value: 2.414e-02 RTime: 53.752,,(no adduct),492.8972,3,43,63
Sel Score: 1.0 p value: 1.050e-02 RTime: 64.452,,(no adduct),799.8779,2,54,74
Sel Score: 1.0 p value: 1.344e-02 RTime: 59.152,,(no adduct),736.3563,2,49,69
Sel Score: 1.0 p value: 6.259e-04 RTime: 31.045,,(no adduct),544.9257,3,21,41
Sel Score: 1.0 p value: 4.519e-02 RTime: 54.703,,(no adduct),777.8464,2,44,64
Sel Score: 1.0 p value: 7.859e-03 RTime: 52.792,,(no adduct),754.8618,2,42,62
Sel Score: 1.0 p value: 2.352e-02 RTime: 44.998,,(no adduct),697.3597,2,34,54
Sel Score: 1.0 p value: 4.749e-02 RTime: 53.75,,(no adduct),777.8463,2,43,63
Sel Score: 1.0 p value: 3.253e-03 RTime: 19.673,,(no adduct),522.9382,3,9,29
Sel Score: 1.0 p value: 3.253e-03 RTime: 19.558,,(no adduct),522.938,3,9,29
Sel Score: 1.0 p value: 2.984e-03 RTime: 30.806,,(no adduct),528.5909,3,20,40
Sel Score: 1.0 p value: 1.957e-02 RTime: 29.586,,(no adduct),509.2288,3,19,39
Sel Score: 1.0 p value: 3.472e-03 RTime: 47.678,,(no adduct),1040.8984,2,37,57
Sel Score: 1.0 p value: 4.932e-03 RTime: 34.692,,(no adduct),496.8978,3,24,44
Sel Score: 1.0 p value: 1.403e-03 RTime: 37.237,,(no adduct),720.8328,2,27,47
Sel Score: 1.0 p value: 2.427e-02 RTime: 41.175,,(no adduct),488.8898,3,31,51
Sel Score: 1.0 p value: 6.055e-03 RTime: 33.838,,(no adduct),504.2251,3,23,43
Sel Score: 1.0 p value: 9.180e-04 RTime: 43.117,,(no adduct),732.3445,2,33,53
Sel Score: 1.0 p value: 3.718e-03 RTime: 59.382,,(no adduct),754.8632,2,49,69
Sel Score: 1.0 p value: 7.834e-02 RTime: 36.495,,(no adduct),747.346,2,26,46
Sel Score: 1.0 p value: 1.120e-03 RTime: 38.123,,(no adduct),549.2454,3,28,48
Sel Score: 1.0 p value: 1.246e-01 RTime: 42.744,,(no adduct),760.3719,2,32,52
Sel Score: 1.0 p value: 3.119e-02 RTime: 54.619,,(no adduct),753.846,2,44,64
Sel Score: 1.0 p value: 3.072e-02 RTime: 55.473,,(no adduct),753.8461,2,45,65
Sel Score: 1.0 p value: 7.265e-02 RTime: 28.091,,(no adduct),499.9311,3,18,38
Sel Score: 1.0 p value: 8.224e-04 RTime: 42.096,,(no adduct),517.909,3,32,52
Sel Score: 1.0 p value: 1.915e-02 RTime: 21.087,,(no adduct),470.5642,3,11,31
Sel Score: 1.0 p value: 1.915e-02 RTime: 19.602,,(no adduct),470.5643,3,9,29
Sel Score: 1.0 p value: 9.001e-02 RTime: 74.695,,(no adduct),817.8592,2,64,84
Sel Score: 1.0 p value: 3.742e-03 RTime: 40.736,,(no adduct),742.8478,2,30,50
Sel Score: 1.0 p value: 7.264e-02 RTime: 28.924,,(no adduct),499.931,3,18,38
Sel Score: 1.0 p value: 1.277e-01 RTime: 24.756,,(no adduct),379.671,4,14,34
Sel Score: 1.0 p value: 2.653e-02 RTime: 39.244,,(no adduct),509.5566,3,29,49
Sel Score: 1.0 p value: 2.469e-02 RTime: 55.377,,(no adduct),753.8464,2,45,65
Sel Score: 1.0 p value: 8.153e-03 RTime: 43.878,,(no adduct),759.3302,2,33,53
Sel Score: 1.0 p value: 1.455e-03 RTime: 47.656,,(no adduct),692.3211,2,37,57
Sel Score: 1.0 p value: 7.561e-03 RTime: 48.426,,(no adduct),787.3434,2,38,58
Sel Score: 1.0 p value: 3.007e-02 RTime: 58.22,,(no adduct),782.8667,2,48,68
Sel Score: 1.0 p value: 1.278e-02 RTime: 58.081,,(no adduct),782.867,2,48,68
Sel Score: 1.0 p value: 1.251e-02 RTime: 45.212,,(no adduct),778.3433,2,35,55
Sel Score: 1.0 p value: 7.599e-02 RTime: 32.766,,(no adduct),509.9053,3,22,42
Sel Score: 1.0 p value: 1.210e-02 RTime: 44.546,,(no adduct),759.3299,2,34,54
Sel Score: 1.0 p value: 1.261e-01 RTime: 56.213,,(no adduct),741.868,2,46,66
Sel Score: 1.0 p value: 4.021e-04 RTime: 42.371,,(no adduct),729.84,2,32,52
Sel Score: 1.0 p value: 7.325e-02 RTime: 36.538,,(no adduct),747.3461,2,26,46
Sel Score: 1.0 p value: 1.642e-02 RTime: 63.41,,(no adduct),800.3793,2,53,73
Sel Score: 1.0 p value: 2.156e-02 RTime: 66.995,,(no adduct),721.3601,2,56,76
Sel Score: 1.0 p value: 3.980e-03 RTime: 31.212,,(no adduct),493.8998,3,21,41
Sel Score: 1.0 p value: 3.980e-03 RTime: 32.591,,(no adduct),493.8998,3,22,42
Sel Score: 1.0 p value: 1.119e-02 RTime: 37.914,,(no adduct),482.8815,3,27,47
Sel Score: 1.0 p value: 1.123e-02 RTime: 37.817,,(no adduct),482.8815,3,27,47
Sel Score: 1.0 p value: 5.271e-02 RTime: 45.898,,(no adduct),778.3438,2,35,55
Sel Score: 1.0 p value: 1.128e-02 RTime: 44.995,,(no adduct),530.2315,3,34,54
Sel Score: 1.0 p value: 2.324e-03 RTime: 41.6,,(no adduct),523.8981,3,31,51
Sel Score: 1.0 p value: 2.633e-02 RTime: 24.916,,(no adduct),379.9218,4,14,34
Sel Score: 1.0 p value: 3.645e-03 RTime: 61.848,,(no adduct),799.3491,2,51,71
Sel Score: 1.0 p value: 5.054e-03 RTime: 38.997,,(no adduct),521.247,3,28,48
Sel Score: 1.0 p value: 9.293e-02 RTime: 39.112,,(no adduct),535.2332,3,29,49
Sel Score: 1.0 p value: 6.477e-03 RTime: 44.98,,(no adduct),530.2316,3,34,54
Sel Score: 1.0 p value: 1.105e-04 RTime: 42.068,,(no adduct),502.5679,3,32,52
Sel Score: 1.0 p value: 1.195e-01 RTime: 33.46,,(no adduct),510.598,3,23,43
Sel Score: 1.0 p value: 1.195e-01 RTime: 33.297,,(no adduct),510.5982,3,23,43
Sel Score: 1.0 p value: 5.307e-03 RTime: 43.014,,(no adduct),643.7781,2,33,53
Sel Score: 1.0 p value: 1.093e-01 RTime: 25.865,,(no adduct),435.9434,2,15,35
Sel Score: 1.0 p value: 1.586e-02 RTime: 66.181,,(no adduct),721.3599,2,56,76
Sel Score: 1.0 p value: 2.205e-02 RTime: 61.41,,(no adduct),749.8651,2,51,71
Sel Score: 1.0 p value: 9.774e-03 RTime: 46.85,,(no adduct),692.3212,2,36,56
Sel Score: 1.0 p value: 1.264e-03 RTime: 40.927,,(no adduct),506.2298,3,30,50
Sel Score: 1.0 p value: 3.898e-03 RTime: 28.711,,(no adduct),375.4371,4,18,38
Sel Score: 1.0 p value: 1.729e-03 RTime: 46.617,,(no adduct),539.5766,3,36,56
Sel Score: 1.0 p value: 2.813e-02 RTime: 53.593,,(no adduct),799.8446,2,43,63
Sel Score: 1.0 p value: 1.385e-02 RTime: 30.547,,(no adduct),509.5633,3,20,40
Sel Score: 1.0 p value: 7.901e-02 RTime: 70.778,,(no adduct),788.8695,2,60,80
Sel Score: 1.0 p value: 4.425e-03 RTime: 38.044,,(no adduct),482.8814,3,28,48
Sel Score: 1.0 p value: 1.657e-02 RTime: 67.453,,(no adduct),769.867,2,57,77
Sel Score: 1.0 p value: 7.110e-03 RTime: 60.484,,(no adduct),770.3679,2,50,70
Sel Score: 1.0 p value: 1.238e-02 RTime: 37.892,,(no adduct),501.5689,3,27,47
Sel Score: 1.0 p value: 2.092e-03 RTime: 61.899,,(no adduct),730.8291,2,51,71
Sel Score: 1.0 p value: 3.199e-03 RTime: 51.599,,(no adduct),721.3329,2,41,61
Sel Score: 1.0 p value: 1.094e-01 RTime: 23.966,,(no adduct),435.9431,4,13,33
Sel Score: 1.0 p value: 1.094e-01 RTime: 25.389,,(no adduct),435.9433,4,15,35
Sel Score: 1.0 p value: 2.976e-03 RTime: 51.619,,(no adduct),721.3332,2,41,61
Sel Score: 1.0 p value: 6.720e-03 RTime: 41.603,,(no adduct),529.2298,3,31,51
Sel Score: 1.0 p value: 5.920e-02 RTime: 40.024,,(no adduct),513.9009,3,30,50
Sel Score: 1.0 p value: 2.048e-02 RTime: 37.44,,(no adduct),513.5715,3,27,47
Sel Score: 1.0 p value: 1.982e-02 RTime: 38.063,,(no adduct),513.5717,3,28,48
Sel Score: 1.0 p value: 4.498e-03 RTime: 34.636,,(no adduct),504.2252,3,24,44
Sel Score: 1.0 p value: 5.068e-03 RTime: 37.355,,(no adduct),521.2468,3,27,47
Sel Score: 1.0 p value: 3.647e-03 RTime: 36.397,,(no adduct),494.9153,3,26,46
Sel Score: 1.0 p value: 3.647e-03 RTime: 36.281,,(no adduct),494.9152,3,26,46
Sel Score: 1.0 p value: 1.418e-02 RTime: 35.02,,(no adduct),560.5866,3,25,45
Sel Score: 1.0 p value: 4.981e-02 RTime: 55.915,,(no adduct),524.8971,3,45,65
Sel Score: 1.0 p value: 4.525e-03 RTime: 73.757,,(no adduct),720.3614,2,63,83
Sel Score: 1.0 p value: 1.124e-03 RTime: 27.609,,(no adduct),375.4369,4,17,37
Sel Score: 1.0 p value: 6.291e-02 RTime: 53.967,,(no adduct),774.8435,2,43,63
Sel Score: 1.0 p value: 1.315e-03 RTime: 33.507,,(no adduct),513.5784,3,23,43
Sel Score: 1.0 p value: 8.711e-03 RTime: 45.141,,(no adduct),522.5706,3,35,55
Sel Score: 1.0 p value: 5.086e-02 RTime: 48.589,,(no adduct),692.3481,2,38,58
Sel Score: 1.0 p value: 1.941e-02 RTime: 42.73,,(no adduct),787.3905,2,32,52
Sel Score: 1.0 p value: 1.032e-01 RTime: 60.744,,(no adduct),801.8705,2,50,70
Sel Score: 1.0 p value: 2.009e-03 RTime: 45.796,,(no adduct),829.3537,2,35,55
Sel Score: 1.0 p value: 5.397e-03 RTime: 37.258,,(no adduct),521.2467,3,27,47
Sel Score: 1.0 p value: 1.533e-03 RTime: 42.729,,(no adduct),536.2431,3,32,52
Sel Score: 1.0 p value: 4.729e-02 RTime: 61.271,,(no adduct),821.8415,2,51,71
Sel Score: 1.0 p value: 1.405e-03 RTime: 39.108,,(no adduct),521.581,3,29,49
Sel Score: 1.0 p value: 4.729e-02 RTime: 60.949,,(no adduct),821.8413,2,50,70
Sel Score: 1.0 p value: 4.531e-03 RTime: 35.985,,(no adduct),524.5659,3,25,45
Sel Score: 1.0 p value: 1.046e-02 RTime: 61.518,,(no adduct),766.3377,2,51,71
Sel Score: 1.0 p value: 3.372e-03 RTime: 25.428,,(no adduct),501.9183,3,15,35
Sel Score: 1.0 p value: 4.648e-02 RTime: 55.249,,(no adduct),757.3365,2,45,65
Sel Score: 1.0 p value: 3.675e-02 RTime: 43.683,,(no adduct),787.391,2,33,53
Sel Score: 1.0 p value: 1.465e-02 RTime: 70.507,,(no adduct),747.8719,2,60,80
Sel Score: 1.0 p value: 6.517e-03 RTime: 61.527,,(no adduct),540.9131,3,51,71
Sel Score: 0.99 p value: 1.989e-02 RTime: 30.056,,(no adduct),479.873,3,20,40
Sel Score: 0.99 p value: 1.989e-02 RTime: 30.795,,(no adduct),479.8728,3,20,40
Sel Score: 0.99 p value: 5.572e-02 RTime: 49.405,,(no adduct),520.8912,3,39,59
Sel Score: 0.99 p value: 5.974e-02 RTime: 52.125,,(no adduct),800.3485,2,42,62
Sel Score: 0.99 p value: 1.310e-01 RTime: 65.274,,(no adduct),806.8494,2,55,75
Sel Score: 0.99 p value: 5.459e-03 RTime: 44.859,,(no adduct),734.8507,2,34,54
Sel Score: 0.99 p value: 5.043e-03 RTime: 40.577,,(no adduct),482.9056,3,30,50
Sel Score: 0.99 p value: 2.224e-03 RTime: 29.436,,(no adduct),539.9465,3,19,39
Sel Score: 0.99 p value: 1.996e-03 RTime: 73.863,,(no adduct),720.3614,2,63,83
Sel Score: 0.99 p value: 4.097e-03 RTime: 40.067,,(no adduct),519.2321,3,30,50
Sel Score: 0.99 p value: 1.258e-01 RTime: 57.977,,(no adduct),840.3646,2,47,67
Sel Score: 0.99 p value: 3.280e-02 RTime: 44.923,,(no adduct),783.3239,2,34,54
Sel Score: 0.99 p value: 1.804e-03 RTime: 24.965,,(no adduct),501.9186,3,14,34
Sel Score: 0.99 p value: 5.411e-02 RTime: 37.141,,(no adduct),528.2412,3,27,47
Sel Score: 0.99 p value: 1.498e-02 RTime: 53.824,,(no adduct),765.3687,2,43,63
Sel Score: 0.99 p value: 3.026e-02 RTime: 35.364,,(no adduct),521.6059,3,25,45
Sel Score: 0.99 p value: 1.087e-02 RTime: 70.548,,(no adduct),747.8719,2,60,80
Sel Score: 0.99 p value: 1.878e-02 RTime: 25.571,,(no adduct),488.5504,3,15,35
Sel Score: 0.99 p value: 6.614e-03 RTime: 28.377,,(no adduct),527.582,3,18,38
Sel Score: 0.99 p value: 3.811e-03 RTime: 69.79,,(no adduct),747.8721,2,59,79
Sel Score: 0.99 p value: 3.668e-02 RTime: 51.224,,(no adduct),764.8403,2,41,61
Sel Score: 0.99 p value: 2.264e-02 RTime: 54.714,,(no adduct),765.3688,2,44,64
Sel Score: 0.99 p value: 1.308e-02 RTime: 25.995,,(no adduct),483.5707,3,15,35
Sel Score: 0.99 p value: 2.521e-03 RTime: 41.903,,(no adduct),536.2433,3,31,51
Sel Score: 0.99 p value: 5.624e-02 RTime: 49.016,,(no adduct),692.3477,2,39,59
Sel Score: 0.99 p value: 2.586e-03 RTime: 43.907,,(no adduct),771.8565,2,33,53
Sel Score: 0.99 p value: 1.226e-02 RTime: 44.212,,(no adduct),734.8508,2,34,54
Sel Score: 0.99 p value: 1.075e-02 RTime: 44.955,,(no adduct),737.3456,2,34,54
Sel Score: 0.99 p value: 3.982e-02 RTime: 44.888,,(no adduct),737.8476,2,34,54
Sel Score: 0.99 p value: 1.446e-02 RTime: 34.992,,(no adduct),503.55,3,24,44
Sel Score: 0.99 p value: 4.623e-02 RTime: 53.032,,(no adduct),797.3566,2,43,63
Sel Score: 0.99 p value: 1.041e-01 RTime: 65.554,,(no adduct),703.8426,2,55,75
Sel Score: 0.99 p value: 8.647e-03 RTime: 51.069,,(no adduct),710.8223,2,41,61
Sel Score: 0.99 p value: 6.492e-03 RTime: 27.316,,(no adduct),527.5818,3,17,37
Sel Score: 0.99 p value: 4.701e-02 RTime: 50.37,,(no adduct),520.8914,3,40,60
Sel Score: 0.99 p value: 3.685e-02 RTime: 52.914,,(no adduct),797.3569,2,42,62
Sel Score: 0.99 p value: 3.409e-02 RTime: 37.268,,(no adduct),511.5751,3,27,47
Sel Score: 0.99 p value: 3.045e-02 RTime: 53.709,,(no adduct),754.8612,2,43,63
Sel Score: 0.99 p value: 8.121e-04 RTime: 62.269,,(no adduct),780.8937,2,52,72
Sel Score: 0.99 p value: 2.964e-02 RTime: 55.559,,(no adduct),838.8538,2,45,65
Sel Score: 0.99 p value: 7.748e-03 RTime: 41.943,,(no adduct),703.8338,2,31,51
Sel Score: 0.99 p value: 1.467e-02 RTime: 70.394,,(no adduct),747.8716,2,60,80
Sel Score: 0.99 p value: 1.927e-03 RTime: 42.671,,(no adduct),524.927,3,32,52
Sel Score: 0.99 p value: 7.465e-03 RTime: 35.273,,(no adduct),518.9006,3,25,45
Sel Score: 0.99 p value: 8.827e-03 RTime: 42.027,,(no adduct),466.8853,3,32,52
Sel Score: 0.99 p value: 2.964e-02 RTime: 55.547,,(no adduct),838.8538,2,45,65
Sel Score: 0.99 p value: 1.281e-02 RTime: 28.883,,(no adduct),497.5508,3,18,38
Sel Score: 0.99 p value: 3.080e-04 RTime: 63.938,,(no adduct),788.8451,2,53,73
Sel Score: 0.99 p value: 8.963e-02 RTime: 33.868,,(no adduct),509.5567,3,23,43
Sel Score: 0.99 p value: 3.905e-03 RTime: 51.081,,(no adduct),710.8222,2,41,61
Sel Score: 0.99 p value: 3.348e-04 RTime: 32.946,,(no adduct),456.8888,3,22,42
Sel Score: 0.99 p value: 2.902e-02 RTime: 54.452,,(no adduct),757.3361,2,44,64
Sel Score: 0.99 p value: 4.975e-03 RTime: 39.712,,(no adduct),471.5705,3,29,49
Sel Score: 0.99 p value: 4.620e-03 RTime: 38.695,,(no adduct),471.5704,3,28,48
Sel Score: 0.99 p value: 1.107e-01 RTime: 64.566,,(no adduct),806.8495,2,54,74
Sel Score: 0.99 p value: 3.029e-02 RTime: 36.711,,(no adduct),521.6062,3,26,46
Sel Score: 0.99 p value: 7.078e-04 RTime: 33.662,,(no adduct),500.9227,3,23,43
Sel Score: 0.99 p value: 2.459e-02 RTime: 58.385,,(no adduct),742.8437,2,48,68
Sel Score: 0.99 p value: 5.814e-03 RTime: 23.755,,(no adduct),548.9271,3,13,33
Sel Score: 0.99 p value: 9.843e-03 RTime: 68.673,,(no adduct),734.8604,2,58,78
Sel Score: 0.99 p value: 1.238e-01 RTime: 61.471,,(no adduct),822.3433,2,51,71
Sel Score: 0.99 p value: 3.376e-02 RTime: 38.182,,(no adduct),511.5763,3,28,48
Sel Score: 0.99 p value: 1.199e-01 RTime: 33.799,,(no adduct),510.598,3,23,43
Sel Score: 0.99 p value: 1.114e-02 RTime: 52.081,,(no adduct),710.8221,2,42,62
Sel Score: 0.99 p value: 3.981e-03 RTime: 31.497,,(no adduct),509.9065,3,21,41
Sel Score: 0.99 p value: 6.204e-04 RTime: 40.926,,(no adduct),750.3429,2,30,50
Sel Score: 0.99 p value: 3.965e-02 RTime: 45.733,,(no adduct),514.5715,3,35,55
Sel Score: 0.99 p value: 3.805e-02 RTime: 52.708,,(no adduct),800.3468,2,42,62
Sel Score: 0.99 p value: 6.649e-03 RTime: 33.74,,(no adduct),500.9226,3,23,43
Sel Score: 0.99 p value: 3.025e-03 RTime: 63.759,,(no adduct),760.823,2,53,73
Sel Score: 0.99 p value: 6.884e-03 RTime: 27.613,,(no adduct),500.2469,3,17,37
Sel Score: 0.99 p value: 6.884e-03 RTime: 28.358,,(no adduct),500.2468,3,18,38
Sel Score: 0.99 p value: 1.263e-02 RTime: 38.324,,(no adduct),749.8609,2,28,48
Sel Score: 0.99 p value: 5.712e-02 RTime: 53.421,,(no adduct),570.9104,3,43,63
Sel Score: 0.99 p value: 1.849e-03 RTime: 46.607,,(no adduct),548.9092,3,36,56
Sel Score: 0.99 p value: 4.221e-02 RTime: 29.57,,(no adduct),527.5818,3,19,39
Sel Score: 0.99 p value: 3.154e-04 RTime: 61.146,,(no adduct),780.8936,2,51,71
Sel Score: 0.99 p value: 2.409e-03 RTime: 31.821,,(no adduct),515.9152,3,21,41
Sel Score: 0.99 p value: 2.409e-03 RTime: 30.345,,(no adduct),515.9152,3,20,40
Sel Score: 0.99 p value: 5.341e-04 RTime: 24.621,,(no adduct),535.2307,3,14,34
Sel Score: 0.99 p value: 1.643e-04 RTime: 35.144,,(no adduct),502.5593,3,25,45
Sel Score: 0.99 p value: 1.971e-04 RTime: 35.153,,(no adduct),502.5594,3,25,45
Sel Score: 0.99 p value: 2.234e-02 RTime: 29.272,,(no adduct),530.2392,3,19,39
Sel Score: 0.99 p value: 7.914e-02 RTime: 53.386,,(no adduct),570.91,3,43,63
Sel Score: 0.99 p value: 5.332e-04 RTime: 24.465,,(no adduct),535.231,3,14,34
Sel Score: 0.99 p value: 5.330e-04 RTime: 24.526,,(no adduct),535.231,3,14,34
Sel Score: 0.99 p value: 1.309e-02 RTime: 60.167,,(no adduct),791.3515,2,50,70
Sel Score: 0.99 p value: 1.302e-02 RTime: 42.283,,(no adduct),553.2448,3,32,52
Sel Score: 0.99 p value: 1.741e-03 RTime: 53.701,,(no adduct),738.8429,2,43,63
Sel Score: 0.99 p value: 1.842e-02 RTime: 35.382,,(no adduct),523.2481,3,25,45
Sel Score: 0.99 p value: 1.842e-02 RTime: 34.766,,(no adduct),523.248,3,24,44
Sel Score: 0.99 p value: 2.636e-02 RTime: 45.819,,(no adduct),525.242,3,35,55
Sel Score: 0.99 p value: 2.147e-03 RTime: 23.369,,(no adduct),535.565,3,13,33
Sel Score: 0.99 p value: 1.198e-02 RTime: 51.032,,(no adduct),721.8233,2,41,61
Sel Score: 0.99 p value: 7.122e-03 RTime: 26.165,,(no adduct),571.6084,3,16,36
Sel Score: 0.99 p value: 3.472e-02 RTime: 56.534,,(no adduct),789.324,2,46,66
Sel Score: 0.99 p value: 1.047e-01 RTime: 65.742,,(no adduct),703.8427,2,55,75
Sel Score: 0.99 p value: 4.688e-02 RTime: 70.572,,(no adduct),788.3681,2,60,80
Sel Score: 0.99 p value: 4.257e-03 RTime: 53.724,,(no adduct),738.8429,2,43,63
Sel Score: 0.99 p value: 8.224e-03 RTime: 62.605,,(no adduct),781.3949,2,52,72
Sel Score: 0.99 p value: 1.093e-02 RTime: 44.278,,(no adduct),737.3457,2,34,54
Sel Score: 0.99 p value: 7.772e-03 RTime: 32.333,,(no adduct),467.884,3,22,42
Sel Score: 0.99 p value: 3.259e-03 RTime: 44.385,,(no adduct),553.2431,3,34,54
Sel Score: 0.99 p value: 4.071e-02 RTime: 53.666,,(no adduct),751.8599,2,43,63
